"Nombre","Latitud","Longitud"
"MIGUEL HIDALGO Y COSTILLA","19.309722200","-102.705000000"
"IGNACIO ZARAGOZA","19.274166700","-102.983611100"
"ARNULFO NUÑEZ CONTRERAS","19.210277800","-102.976388900"
"SOR JUANA INES DE LA CRUZ","19.330555600","-103.063055600"
"OCTAVIO PAZ","19.293055600","-102.643333300"
"ALBERTO CARDENAS JIMENEZ","19.289444400","-102.778888900"
"COLEGIO DE BACHILLERES 6","19.251770000","-103.390430100"
"EL CHAMIZAL","19.250614800","-103.380932300"
"CALMECAC","19.246891000","-103.387330000"
"DR ATL","19.254515","-103.377172"
"GABRIELA MISTRAL","19.258651100","-103.379069000"
"ESTEFANIA CASTAÑEDA","19.250928900","-103.375218600"
"CONSTITUYENTES DE 1917","19.247654300","-103.385523500"
"FRANCISCO J MUJICA","19.326333300","-103.384777600"
"MIGUEL HIDALGO Y COSTILLA","19.326416600","-103.383583400"
"MEXICO","19.327166600","-103.376138800"
"MARIANO MATAMOROS","19.039166700","-103.469166700"
"MANUEL LOPEZ COTILLA","19.058389000","-103.367639000"
"BENITO JUAREZ","19.039027600","-103.376777800"
"LEONA VICARIO","18.983111000","-103.371472200"
"PEDRO MORENO","19.122777800","-103.360277800"
"ADOLFO LOPEZ MATEOS","19.140972200","-103.394444300"
"JOSE MA PINO SUAREZ","19.144972300","-103.388277800"
"LAZARO CARDENAS DEL RIO","19.195277800","-103.426111100"
"BELISARIO DOMINGUEZ","19.221833400","-103.459083400"
"NIÑO ARTILLERO","19.056111100","-103.494444400"
"IGNACIO ZARAGOZA","18.999543100","-103.306936400"
"VICENTE GUERRERO","19.174555400","-103.490083200"
"JOSE MA MORELOS Y PAVON","18.983777700","-103.370055500"
"MANUEL DE JESUS CLOUTHIER DEL RINCON","19.038638800","-103.376722200"
"MELCHOR OCAMPO","19.020444500","-103.405833500"
"GUILLERMO GONZALEZ CAMARENA","19.221444500","-103.462666600"
"PRISCILIANO SANCHEZ","18.982361100","-103.371416700"
"GUADALUPE VICTORIA","19.094499900","-103.500888900"
"SALVADOR M LIMA","19.245083300","-103.387638900"
"SOR JUANA INES DE LA CRUZ","19.261026000","-103.375066900"
"JOSEFA ORTIZ DE DOMINGUEZ","19.795116600","-103.478732900"
"ANDREW FLEMING","19.790811000","-103.469122400"
"SILVANO BARBA GONZALEZ","19.795338900","-103.478448600"
"PEDRO DE GANTE","19.791410600","-103.480316300"
"JUANA INES DE LA CRUZ","19.791816700","-103.474333900"
"COLEGIO DE BACHILLERES 3","19.783429900","-103.475660000"
"SOR JUANA INES DE LA CRUZ","19.844194500","-103.437361200"
"LAZARO CARDENAS","19.838222300","-103.436027800"
"MARTIN GONZALEZ VAZQUEZ","19.837222300","-103.436277800"
"LUZ MARIA SERRADEL","19.816899500","-103.468055800"
"GERARDO MURILLO DR ATL","19.819240900","-103.475550700"
"DAVID ALCANTAR CISNEROS","19.819511900","-103.467741900"
"FRANCISCO I MADERO","19.814241000","-103.469745200"
"1 DE MAYO","19.819839100","-103.463697300"
"TOMAS ESCOBEDO","19.814555400","-103.492444400"
"FERNANDO MONTES DE OCA","19.875638900","-103.337805600"
"BENITO JUAREZ","19.781111000","-103.503333200"
"NIÑOS HEROES","19.698804400","-103.247017300"
"C A M AGUSTIN YAÑEZ","19.695859900","-103.237460100"
"ESCUELA SECUNDARIA TECNICA 9","19.695259900","-103.238160100"
"JUANA DE ARCO","19.683243°","-103.263457°"
"PEDRO DE GANTE","19.672939°","-103.254790°"
"YOLANDA CASTILLERO","19.681299°","-103.248384°"
"LAZARO CARDENAS DEL RIO","19.678853000","-103.259213400"
"MA EUGENIA ESCOBOSA DE VILLA G","19.690951200","-103.240484600"
"MARIA DOLORES REYNA CONTRERAS","19.673161°","-103.254679°"
"JUSTO SIERRA","19.682118°","-103.250656°"
"GORDIANO GUZMAN","19.677269°","-103.254469°"
"FELIPE CARRILLO PUERTO","19.692427500","-103.242618300"
"JOSE CLEMENTE OROZCO","19.682012°","-103.248999°"
"PABLO NERUDA","19.664480100","-103.252199500"
"VICENTE GUERRERO","19.664789°","-103.251719°"
"AGUSTIN MELGAR","19.666805600","-103.264777700"
"RICARDO FLORES MAGON","19.755166600","-103.177500100"
"MIGUEL HIDALGO Y COSTILLA","19.753361100","-103.181277700"
"RICARDO FLORES MAGON","19.754040400","-103.177939500"
"JOSEFA ORTIZ DE DOMINGUEZ","19.700083300","-103.225139000"
"ALFONSO REYES","19.768416600","-103.130388900"
"JUAN ESCUTIA","19.776888800","-103.122000100"
"JOSE MA MORELOS Y PAVON","19.592194300","-103.204027800"
"J JESUS REYES HEROLES","19.593361200","-103.205166800"
"ROSAURA ZAPATA","19.721055500","-103.209972200"
"JAVIER MINA","19.721444400","-103.209000000"
"BENITO JUAREZ","19.822166900","-103.192722100"
"NIÑOS HEROES","19.824694600","-103.191889000"
"LERDO DE TEJADA","19.715083300","-103.193611200"
"JOSE CLEMENTE OROZCO","19.648333400","-103.249222200"
"JOSE MARIA VIGIL","19.648527800","-103.249833300"
"NIÑOS HEROES","19.621139000","-103.268972400"
"EMILIANO ZAPATA","19.694813200","-103.339032500"
"JAVIER MINA","19.690262500","-103.341647600"
"IGNACIO ZARAGOZA","19.694218500","-103.337739800"
"5 DE MAYO","19.610000000","-103.226111100"
"EMILIANO ZAPATA","19.826444300","-103.257944300"
"RICARDO FLORES MAGON","19.731361200","-103.196583300"
"EMILIANO ZAPATA","19.594444600","-103.179444400"
"BENITO JUAREZ","19.629166700","-103.279444400"
"REVOLUCION","19.810666500","-103.101638900"
"JUSTO SIERRA","19.728055600","-103.122222200"
"EMILIANO ZAPATA","19.715666600","-103.193444600"
"IGNACIO ALLENDE","19.467500000","-103.165833300"
"CUAUHTEMOC","19.780000000","-103.083333300"
"LAZARO CARDENAS DEL RIO","19.629166700","-103.274000000"
"FRANCISCO VILLA","19.826055400","-103.276638900"
"IGNACIO B PAMPLONA","19.629138900","-103.261555500"
"FRANCISCO I MADERO","19.667444400","-103.262972300"
"MIGUEL HIDALGO Y COSTILLA","19.836749900","-103.153444400"
"HEROES DE LA LIBERTAD","19.563472300","-103.200777700"
"GUADALUPE VICTORIA","19.801166800","-103.155444400"
"LUZ MA SERRADEL","19.610000000","-103.226111100"
"CUAUHTEMOC","19.624305500","-103.267083400"
"JOSE GONZALEZ TORRES","19.809472400","-103.101083300"
"JOSE GUADALUPE ZUNO","19.716888800","-103.197777700"
"JUAN DE DIOS PEZA","19.728055600","-103.122222200"
"MIGUEL HIDALGO Y COSTILLA","19.790833300","-103.192916700"
"20 DE NOVIEMBRE","19.808277700","-103.099999900"
"MIGUEL HIDALGO Y COSTILLA","19.829000000","-103.280888800"
"BENITO JUAREZ","19.715305600","-103.288916700"
"DAVID ZAIZAR TORRES","19.680333200","-103.304333400"
"JOSE FUENTES MARES","19.680333200","-103.304333400"
"RICARDO BAEZA","19.689305400","-103.283194300"
"AARON SAENZ GARZA","19.678820100","-103.234678600"
"FRANCISCO JAVIER MINA","19.463229°","-103.303513°"
"NETZAHUALCOYOTL","19.476512°","-103.304291°"
"LAZARO CARDENAS DEL RIO","19.466666900","-103.313127300"
"AMADO NERVO","19.459139500","-103.304286200"
"GREGORIO TORRES QUINTERO","19.470853800","-103.303277900"
"LIBRADA MADRIGAL ORTEGA","19.463204600","-103.307072900"
"27 DE SEPTIEMBRE","19.476614°","-103.308691°"
"WENCESLAO DE LA MORA TORRES","19.465824400","-103.310305200"
"SOR JUANA INES DE LA CRUZ","19.491600500","-103.329544800"
"GUILLERMO PRIETO","19.358801°","-103.382396°"
"GREGORIO TORRES QUINTERO","19.325833300","-103.268333300"
"IGNACIO ALTAMIRANO","19.084416800","-103.101000000"
"BENITO JUAREZ","19.491589","-103.329872"
"LEONA VICARIO","19.279166700","-103.246111100"
"LAZARO CARDENAS DEL RIO","19.380833300","-103.160277800"
"MIGUEL HIDALGO Y COSTILLA","19.082583200","-103.103916800"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL TECALITLAN","19.480820000","-103.317840000"
"RAFAEL RAMIREZ","19.601660000","-103.916160000"
"BENITO JUAREZ","19.604230000","-103.915050000"
"J SANTOS PALACIOS","19.602820000","-103.914660000"
"MA ENRIQUETA CAMARILLO DE PEREYRA","19.612454800","-103.769787900"
"IGNACIO ALLENDE","19.559694200","-103.890719600"
"ADOLFO LOPEZ MATEOS","19.612055500","-103.957944400"
"ADOLFO LOPEZ MATEOS","19.614027900","-103.857249900"
"VICENTE GUERRERO","19.589500100","-103.968055400"
"ESTEFANIA CASTAÑEDA","19.577527700","-103.917694400"
"JORGE IBARGÜENGOITIA","19.543434400","-103.896773100"
"JOSE REVUELTAS","19.566333300","-103.865861100"
"GUILLERMO HARO","19.604527800","-103.961222200"
"MOMACHTIJKETL","19.520416600","-104.062222100"
"CUAUHTEMOC","19.573166800","-103.914638700"
"J VICENTE NEGRETE","19.611163200","-103.769823200"
"JUAN ESCUTIA","19.491027700","-104.013222100"
"VENUSTIANO CARRANZA","19.549000000","-104.053833300"
"5 DE MAYO","19.566277800","-103.865527700"
"GUADALUPE VICTORIA","19.543100700","-103.897145900"
"SIMON BOLIVAR","19.633194400","-103.926916700"
"J GUADALUPE ZUNO","19.582694500","-103.772916800"
"JOSE MA MERCADO","19.588833200","-103.966499800"
"EMILIANO ZAPATA","19.578555400","-103.919055500"
"VENUSTIANO CARRANZA","19.567916600","-103.865611100"
"NIÑOS HEROES","19.560805500","-103.888388900"
"JOSE VASCONCELOS","19.549249900","-103.873222300"
"ALBERGUE TOLIMAN","19.611111100","-103.929444400"
"CAM TONILA","19.414121300","-103.540518900"
"MARGARITA MAZA DE JUAREZ","19.408564500","-103.549640100"
"ANDRES FIGUEROA","19.410879900","-103.551590200"
"BENITO JUAREZ","19.407668100","-103.548265600"
"ESCUELA SECUNDARIA TECNICA 110","19.439954900","-103.509859600"
"AGUSTIN MELGAR","19.444961300","-103.501255600"
"JUAN SPADA GROSSI","19.446818400","-103.503790200"
"GUADALUPE AMOR","19.407472200","-103.484527900"
"ALVARO OBREGON","19.392027800","-103.528416700"
"EMILIANO ZAPATA","19.481305700","-103.535666600"
"MANUEL LOPEZ COTILLA","19.560986°","-103.374015°"
"ATANASIO JARERO VILLAGOMEZ","19.558664°","-103.370800°"
"MA DEL CARMEN RIVERA OCHOA","19.554355°","-103.383322°"
"MIGUEL HIDALGO Y COSTILLA","19.555655100","-103.384289200"
"CENTRO DE ATENCION MULTIPLE 20 YOLANDA CASTILLERO DE ROMERO","19.561255800","-103.368845200"
"KALMEKAK","19.561830°","-103.370743°"
"ACOLMIZTLI","19.546727°","-103.377065°"
"JUSTO SIERRA","19.560786°","-103.377569°"
"ESTEFANIA CASTAÑEDA","19.545998000","-103.376639000"
"MARIA LORENZA GUDINO DE LA CRUZ","19.559637°","-103.379376°"
"JESUSITA VILLANUEVA","19.554533°","-103.375089°"
"CLAUDIO CORTES CASTRO","19.549672300","-103.368805000"
"NIÑOS HEROES","19.565024°","-103.372834°"
"ENRIQUE ANISZ","19.530416500","-103.440555700"
"NIÑOS HEROES","19.530412000","-103.439263600"
"JALISCO","19.426166500","-103.411805500"
"JOSE MA MORELOS Y PAVON","19.572888900","-103.512750100"
"AMPARO CAMACHO","19.480694200","-103.461166600"
"LIBERTAD","19.480018900","-103.459291600"
"AMERICA","19.495305700","-103.402944400"
"VICENTE GUERRERO","19.390277900","-103.387444500"
"FERNANDO MONTES DE OCA","19.572416700","-103.513694600"
"REVOLUCION","19.390861200","-103.386111100"
"NIÑOS HEROES","19.504222300","-103.372805500"
"CRISTOBAL COLON","19.347138800","-103.462194400"
"NIÑOS HEROES","19.424416600","-103.412722200"
"JOSEFA ORTIZ DE DOMINGUEZ","19.330361100","-103.432916600"
"JOSE MA PINO SUAREZ","19.345361000","-103.404027900"
"RAFAEL RAMIREZ","19.478138700","-103.371555400"
"JOSE VASCONCELOS","19.514666500","-103.396611200"
"VENUSTIANO CARRANZA","19.566500000","-103.517277700"
"EXPROPIACION PETROLERA","19.479083200","-103.459722100"
"TECNICA 6","19.385194500","-103.385222200"
"VENUSTIANO CARRANZA","19.744524200","-103.771826100"
"VENUSTIANO CARRANZA","19.748361500","-103.769890600"
"IDOLINA GAONA RUIZ","19.748658700","-103.772409700"
"PUDENCIANA CERVANTES CHAVEZ","19.745344000","-103.772385600"
"BENITO JUAREZ","19.744491","-103.763786"
"REVOLUCION AGRARIA","19.634222200","-103.783444400"
"AMADO NERVO","19.780611100","-103.712000000"
"CUAUHTEMOC","19.709944500","-103.854722300"
"IGNACIO ZARAGOZA","19.639444400","-103.668444300"
"GUADALUPE VICTORIA","19.737666700","-103.779499900"
"JOSE MA MORELOS Y PAVON","19.736750100","-103.782027700"
"20 DE NOVIEMBRE","19.775277800","-103.897000000"
"LUIS ECHEVERRIA ALVAREZ","19.773388800","-103.779527800"
"EMILIANO ZAPATA","19.724944300","-103.857277700"
"NIÑOS HEROES","19.796944400","-103.886527800"
"INDEPENDENCIA","19.799249800","-103.888583100"
"MEXICO","19.764027600","-103.859111200"
"LEONA VICARIO","19.696916800","-103.817888800"
"LUIS DONALDO COLOSIO","19.620555600","-103.716388900"
"JUAN JOCOBO ROSSE","19.675243","-103.746334"
"BASILIO VADILLO","19.806888900","-103.688083300"
"NICOLAS BRAVO","19.651611000","-103.708083100"
"MIGUEL HIDALGO Y COSTILLA","19.659055700","-103.822444400"
"SALVADOR M LIMA","19.6360277","-103.7606944"
"INSURGENTES","19.779333200","-103.775555500"
"ARTICULO 3","19.797888800","-103.887805600"
"OTILIO MONTAÑO","19.653722300","-103.717277800"
"MARCELINO GARCIA BARRAGAN","19.768583200","-103.858361200"
"JUAN RULFO","19.706055500","-103.850166600"
"GABRIELA MISTRAL","19.697333200","-103.817722200"
"ROSAURA ZAPATA","19.773611200","-103.780000000"
"CAM ARNOLD GESSELL","19.625087500","-103.426041600"
"IGNACIO JACOBO MAGAÑA","19.620148°","-103.412927°"
"NEZAHUALCOYOTL","19.618579000","-103.414122500"
"MARIA AGREDANO SANDOVAL","19.631892","-103.412869"
"RAFAEL RAMIREZ","19.632478900","-103.434776900"
"AGUSTIN YAÑEZ","19.632171","-103.443061"
"RAMON LOPEZ VELARDE","19.622017°","-103.413754°"
"SOR JUANA INES DE LA CRUZ","19.638226","-103.448716"
"SALVADOR DIAZ MIRON","19.632804°","-103.445737°"
"JOSE MA MORELOS Y PAVON","19.634171900","-103.420385700"
"MANUEL LOPEZ COTILLA","19.636345100","-103.445221100"
"MIGUEL HIDALGO Y COSTILLA","19.628731°","-103.429535°"
"BENITO JUAREZ","19.629015500","-103.412718000"
"BENITO JUAREZ","19.541722300","-103.254166500"
"LAZARO CARDENAS DEL RIO","19.542444500","-103.252889000"
"LAZARO CARDENAS","19.610583400","-103.358388800"
"MARCELINO GARCIA BARRAGAN","19.688805500","-103.355027800"
"5 DE FEBRERO","19.745750000","-103.330389000"
"JAIME NUNO","19.745194400","-103.331194300"
"HEROES DE LA INDEPENDENCIA","19.666713°","-103.402536°"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL ZAPOTILTIC","19.635616900","-103.419317900"
"GABRIELA MISTRAL","19.671258°","-103.401823°"
"NIÑOS HEROES","19.616694300","-103.320333400"
"CINCO DE MAYO","19.600277900","-103.316833300"
"EMILIANO ZAPATA","19.580722100","-103.298444400"
"VICENTE GUERRERO","19.581277900","-103.299000000"
"FEDERICO FROEBEL","19.687222200","-103.357222300"
"JOSE MA MORELOS","19.741916800","-103.334416600"
"JOSEFA ORTIZ DE DOMINGUEZ","19.600000100","-103.320944500"
"PEDRO ANTONIO BUZETA","19.553388900","-103.307305400"
"FRANCISCO VILLA","19.631759°","-103.410345°"
"EMILIANO ZAPATA","19.551732000","-103.806836000"
"BASILIO VADILLO","19.545411000","-103.812978000"
"NIÑOS HEROES","19.545916","-103.813166"
"BENITO JUAREZ","19.463666500","-103.766861100"
"BENITO JUAREZ","19.478277700","-103.809583300"
"CRISTOBAL COLON","19.510444400","-103.752333300"
"BASILIO VADILLO","19.570083400","-103.754805500"
"FRANCISCO I MADERO","19.472750100","-103.739027600"
"MIGUEL HIDALGO Y COSTILLA","19.494694500","-103.802111200"
"LAZARO CARDENAS DEL RIO","19.530416600","-103.859888900"
"JUAN JOSE ORTEGA PADILLA","19.510388900","-103.862388900"
"CRISTOBAL COLON","19.441250000","-103.787138700"
"MANUEL LOPEZ COTILLA","20.276371500","-104.237990600"
"CITLALLI","20.261472200","-104.303333400"
"EMILIANO ZAPATA","20.261250000","-104.303333400"
"BENITO JUAREZ","20.227805500","-104.267777600"
"CUAUHTEMOC","20.379027700","-104.263999900"
"VENUSTIANO CARRANZA","20.247888900","-104.330472100"
"CRISTOBAL COLON","20.387388800","-104.223972300"
"FELICITAS FREGOSO REGLA","20.306138900","-104.280999900"
"ESCUELA SECUNDARIA TECNICA 147","20.300000000","-104.279222300"
"LUIS DONALDO COLOSIO MURRIETA","20.405500000","-104.238249900"
"NARCISO MENDOZA","20.406999900","-104.238749900"
"JOSEFA ORTIZ DE DOMINGUEZ","20.333944400","-104.167694600"
"JOSEFA ORTIZ DE DOMINGUEZ","20.259722300","-104.304055600"
"RUBEN VILLASEÑOR BORDES","19.785396200","-104.366369200"
"CHAPULTEPEC","19.774218900","-104.359588100"
"PAULINO NAVARRO","19.767682600","-104.363724300"
"JAIME LLAMAS GARCIA","19.759129000","-104.371674500"
"ADAN URIBE LUNA","19.776100000","-104.361496800"
"FELIPE ANGELES","19.787687200","-104.366752300"
"MA MAGDALENA ARIAS A","19.770062400","-104.374088500"
"SALVADOR M LIMA","19.768513900","-104.381388700"
"IGNACIO ALDAMA","19.762362800","-104.378128600"
"SOR JUANA INES DE LA CRUZ","19.789711000","-104.374689100"
"COSIO VIDAURRI","19.765888700","-104.377074400"
"FELIPE URIBE ADAME","19.763671900","-104.364879900"
"IDOLINA GAONA RUIZ","19.780555300","-104.367934800"
"ESCUELA SECUNDARIA TECNICA 7","19.772574000","-104.354888000"
"IGNACIO ZARAGOZA","19.755945600","-104.367271300"
"CASIMIRO CASTILLO","19.755055300","-104.367594100"
"MARCELINO GARCIA BARRAGAN","19.763399200","-104.355552700"
"AMADO NERVO","19.772725100","-104.369968100"
"BENITO JUAREZ","19.763419900","-104.372934800"
"BENITO JUAREZ","19.788131100","-104.372247900"
"EMILIANO ZAPATA","19.756000000","-104.353982100"
"LUIS DONALDO COLOSIO MURRIETA","19.775305000","-104.355971900"
"JOSE MA MARTINEZ RODRIGUEZ","19.797540100","-104.352221900"
"SALVADOR ESQUER APODACA","19.798115100","-104.352098900"
"MEXICO","19.774824100","-104.377535500"
"CASIMIRO CASTILLO","19.677861100","-104.325916700"
"LEONA VICARIO","19.674944600","-104.323166700"
"FRANCISCO NAVARRO MAYTORENA","19.682305600","-104.330111000"
"JUAN JACOBO ROUSSEAU","19.747614100","-104.234377100"
"EL PORVENIR","19.749310100","-104.233432900"
"MIGUEL DE CERVANTES Y SAAVEDRA","19.804138900","-104.384527800"
"BENITO JUAREZ","19.805472200","-104.385388900"
"EL IDEAL","19.709111200","-104.281027900"
"FRANCISCO I MADERO","19.698611100","-104.202500000"
"VOCES DEL RIO","19.844944600","-104.286139000"
"FRANCISCO I MADERO","19.667527900","-104.233777700"
"JAIME TORRES BODET","19.817500000","-104.269944300"
"JOSE VASCONCELOS","19.719277900","-104.201083400"
"INDEPENDENCIA","19.719171500","-104.203127000"
"PEDRO MORENO","19.715000000","-104.202139000"
"ESCUELA SECUNDARIA TECNICA 84","19.719416800","-104.199805600"
"5 DE MAYO","19.768861000","-104.412750000"
"JOSE MARIA CASILLAS","19.820805600","-104.424111000"
"BENITO JUAREZ","19.717583300","-104.286388900"
"GABILONDO SOLER","19.716611100","-104.286916700"
"JOSE MA MORELOS Y PAVON","19.771083100","-104.293916700"
"PATRIA","19.771888900","-104.291944500"
"JOSE MARIA VIGIL","19.820694400","-104.332555600"
"SALVADOR M LIMA","19.824611200","-104.335611000"
"JUSTO SIERRA","19.822694300","-104.336472100"
"JAIME LLAMAS GARCIA","19.775643100","-104.355891900"
"HERIBERTO JARA","19.771777700","-104.250583400"
"JOSEFA ORTIZ DE DOMINGUEZ","19.773555600","-104.246583300"
"VICENTE SUAREZ","19.720166600","-104.260416600"
"CUAUHTEMOC","19.711138800","-104.322500100"
"MIGUEL HIDALGO Y COSTILLA","19.666777900","-104.235611100"
"FRIDA KAHLO","19.756091200","-104.353424000"
"DOMINGO PEREZ MICHEL","19.747159000","-104.366148000"
"FRANCISCO GONZALEZ BOCANEGRA","19.654444500","-104.181666700"
"AGUSTIN MELGAR","19.816555500","-104.409888700"
"JUSTO SIERRA","19.720138800","-104.260361000"
"LAZARO CARDENAS","19.813555700","-104.297222200"
"NIÑOS HEROES","19.842750000","-104.285861200"
"HERMILIO HERNANDEZ","19.730833300","-104.355555600"
"CONSUELO VELAZQUEZ TORRES","19.771111100","-104.293888900"
"EFRAIN GONZALEZ LUNA","19.773442000","-104.378766100"
"MARTIRES DE LA REVOLUCION","20.123169900","-104.342599000"
"JOSE MA MORELOS Y PAVON","20.134543000","-104.343500100"
"LAMBERTO LOPEZ SANCHEZ","20.125845000","-104.344132900"
"BENITO JUAREZ","20.123064900","-104.346599900"
"FRANCISCO I MADERO","20.128458900","-104.339336600"
"NIÑOS HEROES","20.138118900","-104.347663000"
"GERANIA TOVAR FAJARDO","20.138512000","-104.347608900"
"MIGUEL HIDALGO Y COSTILLA","20.127406200","-104.353165400"
"SOR JUANA INES DE LA CRUZ","20.128973000","-104.345656000"
"EMILIANO ZAPATA","20.112194400","-104.305333300"
"JUAN ESCUTIA","20.111277700","-104.302916500"
"VICENTE GUERRERO","20.055416600","-104.607277800"
"BENITO JUAREZ","20.097639000","-104.601888900"
"VALENTIN GOMEZ FARIAS","20.094722100","-104.278194500"
"5 DE MAYO","20.094833300","-104.275805500"
"JUAN ESCUTIA","19.927861100","-104.518916800"
"NIÑOS HEROES","20.037138900","-104.462805700"
"30 DE ABRIL","20.140833300","-104.214333300"
"PAULINO NAVARRO","20.141166600","-104.214527700"
"MANUEL LOPEZ COTILLA","19.982777600","-104.408861100"
"EMILIANO ZAPATA","20.180871100","-104.330668000"
"BENITO JUAREZ","20.180633800","-104.330784400"
"JUAN VAZQUEZ RUIZ","20.186527700","-104.330000000"
"LAZARO CARDENAS","20.070583200","-104.378388900"
"FERNANDO MONTES DE OCA","20.218472100","-104.327361100"
"AGUSTIN MELGAR","20.220277600","-104.328361100"
"24 DE FEBRERO","20.220333400","-104.327333300"
"LAZARO CARDENAS DEL RIO","19.966805600","-104.398888900"
"MARIANO MATAMOROS","20.032861000","-104.586555500"
"ADOLFO LOPEZ MATEOS","19.890555700","-104.486833400"
"FRANCISCO I MADERO","19.965499800","-104.376305500"
"DIEGO RIVERA","20.037555600","-104.462805700"
"RAMON GARCIA RUIZ","19.983361200","-104.408111100"
"GREGORIO TORRES QUINTERO","20.202950900","-104.409331200"
"JUDITH MICHEL FERNANDEZ","20.202066200","-104.409799500"
"RAMON CORONA","20.203524500","-104.405029900"
"SOR JUANA INES DE LA CRUZ","20.137083200","-104.644722300"
"GABRIELA MISTRAL","20.137527600","-104.647139000"
"PEDRO MORENO","20.248055400","-104.467861200"
"JUAN ESCUTIA","20.241277800","-104.539888800"
"ESCUELA SECUNDARIA TECNICA 130","20.076785100","-103.866501700"
"CARLOS ENRIQUEZ","20.087341300","-103.858620100"
"MARIANO MATAMOROS","20.083363800","-104.096670200"
"AGUSTIN DE ITURBIDE","20.086771600","-103.860239300"
"MIGUEL HIDALGO Y COSTILLA","20.138333300","-103.822222200"
"NIÑOS HEROES","20.078388800","-103.929027700"
"BENITO JUAREZ","20.080777800","-103.929750000"
"GUILLERMO PRIETO","20.034527900","-103.935250000"
"BASILIO VADILLO","20.035944500","-103.934222200"
"BENITO JUAREZ","20.139722200","-103.909444500"
"PRISCILIANO SANCHEZ","19.906110300","-104.163486100"
"ADOLFO LOPEZ MATEOS","19.907294700","-104.163275200"
"JUAN DE LA BARRERA","19.960000000","-104.037500000"
"DOLORES IBAÑEZ","19.906217400","-104.165558800"
"IDOLINA GAONA DE COSIO","19.907625700","-104.164159900"
"JAIME TORRES BODET","19.929182000","-104.011388000"
"MARIA MONTESSORI","19.812625900","-104.219941100"
"LUIS DONALDO COLOSIO MURRIETA","19.800433100","-104.223720900"
"GABILONDO SOLER","19.810452700","-104.226307300"
"AGUSTIN YAÑEZ","19.806872000","-104.205682900"
"MANUEL AVILA CAMACHO","19.809264100","-104.222913100"
"ADOLFO LOPEZ MATEOS","19.803311900","-104.208710500"
"ESTEFANIA CASTAÑEDA","19.805160400","-104.207598200"
"JUAN ESCUTIA","19.798740200","-104.215096000"
"JAIME TORRES BODET","19.811811200","-104.224642900"
"AGUSTIN MELGAR","19.802906600","-104.224043900"
"NARCISO MENDOZA","19.802536900","-104.224463100"
"SIMONA CASTAÑEDA CASTELLON","19.814006700","-104.228111800"
"CARMEN SERDAN","19.807568400","-104.211929200"
"PABLO MONTESINOS","19.714666600","-104.146444500"
"AGUSTIN MELGAR","19.841194500","-104.271861100"
"MANUEL CRESPO MONARREZ","19.843055500","-104.280444400"
"20 DE NOVIEMBRE","19.838972100","-104.271472200"
"JUSTO SIERRA","19.854944400","-104.286333400"
"JOSEFA ORTIZ DE DOMINGUEZ","19.854944400","-104.286333400"
"MIGUEL HIDALGO Y COSTILLA","19.743277700","-104.178083400"
"RUBEN DARIO","19.854389000","-104.239916700"
"ESTHER SELIGSON","19.803408°","-104.204267°"
"RAFAEL PRECIADO HERNANDEZ","19.811377000","-104.215844000"
"EMILIANO ZAPATA","19.717527800","-104.149138700"
"GUADALUPE IDOLINA GAONA R","20.0882713","-104.0949537"
"JOSEFA ORTIZ DE DOMINGUEZ","20.086324","-104.095609"
"JUAN GIL PRECIADO","20.0871529","-104.101273"
"EPIGMENIO S PRECIADO","20.087286","-104.10111"
"RAFAEL GARCIA DE ALBA BARRAGAN","20.078516","-104.10512"
"LLAMAS GARCIA","20.078493","-104.105109"
"ESCUELA SECUNDARIA TECNICA 68","20.087968700","-104.100698000"
"AGUSTIN MELGAR","20.0842","-104.096693"
"FRAY BARTOLOME DE LAS CASAS","20.087025900","-104.019897000"
"SOR JUANA INES DE LA CRUZ","20.087122000","-104.019462000"
"NIÑOS HEROES","19.998166800","-104.037305500"
"JOSE MA MORELOS Y PAVON","20.124500000","-104.057750000"
"ADOLFO LOPEZ MATEOS","20.033611100","-104.017500000"
"JUAN GIL PRECIADO","20.086880100","-104.020175900"
"MANUEL LOPEZ COTILLA","19.827370400","-104.154890300"
"CUAUHTEMOC","19.821993400","-104.152678000"
"NARCISO MICHEL ZAMORA","19.826647700","-104.160617100"
"LAZARO CARDENAS DEL RIO","19.840888800","-104.138027700"
"JOSEFA ORTIZ DE DOMINGUEZ","19.837222200","-104.139277700"
"MANUEL LOPEZ COTILLA","19.891610900","-104.038638900"
"FRANCISCO VILLA","19.893111100","-104.043777600"
"ADOLFO LOPEZ MATEOS","19.793527700","-104.053166800"
"JESUS ROMERO FLORES","19.835694400","-104.080416700"
"FRANCISCO I MADERO","19.831083200","-104.082333200"
"JOSE MA MORELOS Y PAVON","19.833166500","-104.080833400"
"MIGUEL HIDALGO Y COSTILLA","19.860833300","-104.082500000"
"MANUEL CRESPO MONARREZ","19.863722300","-104.082166600"
"ESCUELA SECUNDARIA TECNICA 67","20.197562°","-104.047345°"
"CIRILO MARMOLEJO CEDILLO","20.211430100","-104.049335100"
"VALENTIN GOMEZ FARIAS","20.209205°","-104.056191°"
