"Nombre","Latitud","Longitud"
"CT_1247","20.6395451","-103.381052"
"CT_1881","20.6923357","-103.267753"
"CT_755","20.6349257","-103.317306"
"CT_754","20.6368372","-103.316851"
"CT_681","20.6911555","-103.307374"
"CT_680","20.6914715","-103.309101"
"CT_679","20.6918609","-103.310881"
"CT_678","20.6925485","-103.315302"
"CT_677","20.6928351","-103.317381"
"CT_676","20.6931999","-103.319137"
"CT_670","20.6976713","-103.331205"
"CT_675","20.6938397","-103.323233"
"CT_860","20.6708334","-103.344322"
"CT_859","20.6854101","-103.44266"
"CT_858","20.6818664","-103.435391"
"CT_857","20.6804286","-103.42868"
"CT_856","20.6762147","-103.409147"
"CT_855","20.6744443","-103.39354"
"CT_854","20.6745039","-103.388822"
"CT_852","20.6744802","-103.385335"
"CT_853","20.6743717","-103.38881"
"CT_1506","20.6409569","-103.276992"
"CT_879","20.667219","-103.335304"
"CT_880","20.665273","-103.333038"
"CT_881","20.6649841","-103.332536"
"CT_1668","20.691734","-103.415242"
"CT_1669","20.6939521","-103.415423"
"CT_1670","20.6985602","-103.416145"
"CT_1671","20.7003479","-103.415697"
"CT_414","20.6343521","-103.399641"
"CT_413","20.6366142","-103.396684"
"CT_407","20.6376634","-103.394937"
"CT_404","20.6431872","-103.386685"
"CT_405","20.6393447","-103.392077"
"CT_1559","20.650565","-103.39928"
"CT_648","20.7043326","-103.364703"
"CT_647","20.7011887","-103.366977"
"CT_644","20.6974108","-103.371211"
"CT_638","20.6954132","-103.373365"
"CT_1561","20.6473023","-103.404723"
"CT_1560","20.6491438","-103.401743"
"CT_1653","20.6896723","-103.418441"
"CT_1652","20.6878765","-103.419943"
"CT_1563","20.6456776","-103.407777"
"CT_1648","20.6870122","-103.420023"
"CT_1655","20.6898958","-103.417748"
"CT_1554","20.6550735","-103.391525"
"CT_693","20.6850598","-103.294565"
"CT_697","20.6782805","-103.29455"
"CT_698","20.676275","-103.295112"
"CT_1524","20.6454785","-103.300909"
"CT_1523","20.6453247","-103.299431"
"CT_1522","20.6451734","-103.298053"
"CT_1521","20.644835","-103.29474"
"CT_1520","20.6447027","-103.292974"
"CT_1514","20.641572","-103.277706"
"CT_1518","20.6441039","-103.288604"
"CT_1517","20.6445514","-103.284871"
"CT_1516","20.6440326","-103.281793"
"CT_1456","20.6663799","-103.397193"
"CT_1515","20.6436796","-103.28072"
"CT_1936","20.7209388","-103.31703"
"CT_1439","20.7815566","-103.462983"
"CT_1436","20.7716428","-103.449293"
"CT_1437","20.7740675","-103.452665"
"CT_1435","20.7697633","-103.446721"
"CT_1407","20.75788","-103.430383"
"CT_1441","20.6665276","-103.38569"
"CT_1440","20.666849","-103.384539"
"CT_1822","20.5153333","-103.411308"
"CT_1763","20.648866","-103.360534"
"CT_1434","20.7695272","-103.4464"
"CT_1438","20.7767456","-103.456375"
"CT_1433","20.764677","-103.439729"
"CT_1706","20.5699079","-103.364803"
"CT_1432","20.7588966","-103.431816"
"CT_803","20.6751544","-103.347342"
"CT_801","20.6751831","-103.34652"
"CT_1717","20.6624516","-103.354799"
"CT_1716","20.6640983","-103.354238"
"CT_1676","20.7062709","-103.412974"
"CT_1757","20.6521287","-103.359149"
"CT_1758","20.6493653","-103.360315"
"CT_449","20.6335602","-103.400789"
"CT_1557","20.6528036","-103.395399"
"CT_1982","20.7338285","-103.361574"
"CT_1646","20.6789258","-103.42159"
"CT_1647","20.6724481","-103.422706"
"CT_1644","20.6668639","-103.424292"
"CT_1645","20.6689141","-103.424454"
"CT_1642","20.6578965","-103.423254"
"CT_1643","20.6646355","-103.424035"
"CT_1641","20.6555451","-103.422965"
"CT_1640","20.6528509","-103.422653"
"CT_1638","20.6450059","-103.421091"
"CT_1637","20.6417252","-103.420029"
"CT_1636","20.6361248","-103.415999"
"CT_1635","20.6355252","-103.414959"
"CT_1634","20.6339787","-103.412387"
"CT_1633","20.6330949","-103.410883"
"CT_1742","20.6545892","-103.358114"
"CT_1632","20.631527","-103.408294"
"CT_1631","20.6301643","-103.405971"
"CT_1630","20.6281606","-103.4027"
"CT_1629","20.6277008","-103.39101"
"CT_1628","20.6269388","-103.388899"
"CT_1718","20.6603304","-103.355637"
"CT_1704","20.5739188","-103.363783"
"CT_1626","20.6244019","-103.377139"
"CT_1627","20.6252029","-103.38121"
"CT_1688","20.7121285","-103.380945"
"CT_1776","20.6260036","-103.370307"
"CT_1811","20.6065765","-103.377028"
"CT_1816","20.5824879","-103.385738"
"CT_1938","20.7213454","-103.32017"
"CT_1950","20.7212652","-103.320637"
"CT_1812","20.5996038","-103.378997"
"CT_1821","20.5282921","-103.407286"
"CT_1820","20.5582767","-103.394706"
"CT_1819","20.5631777","-103.392302"
"CT_1703","20.7131754","-103.377631"
"CT_985","20.6381706","-103.300383"
"CT_986","20.6359527","-103.29885"
"CT_987","20.6352252","-103.298229"
"CT_1850","20.6761498","-103.231851"
"CT_988","20.6338176","-103.29732"
"CT_989","20.632135","-103.296184"
"CT_1731","20.6592247","-103.356161"
"CT_893","20.6623812","-103.328717"
"CT_1373","20.7509154","-103.420751"
"CT_1374","20.7566952","-103.428716"
"CT_1316","20.7288083","-103.389038"
"CT_1368","20.7411892","-103.407485"
"CT_1370","20.7473871","-103.416003"
"CT_844","20.6743796","-103.384644"
"CT_1371","20.7486997","-103.417787"
"CT_1981","20.7283267","-103.344472"
"CT_2006","20.739899","-103.391266"
"CT_1369","20.743718","-103.41135"
"CT_2007","20.7310306","-103.411981"
"CT_2008","20.7278483","-103.415552"
"CT_1974","20.7254887","-103.336975"
"CT_1754","20.6530327","-103.358765"
"CT_1712","20.5536558","-103.360402"
"CT_1304","20.7218052","-103.387529"
"CT_1307","20.7252244","-103.386964"
"CT_1818","20.5671113","-103.39174"
"CT_1990","20.7383992","-103.378636"
"CT_1306","20.7243677","-103.38725"
"CT_1852","20.686679","-103.258507"
"CT_1851","20.6835298","-103.245532"
"CT_1691","20.7117586","-103.377269"
"CT_1771","20.6291168","-103.36896"
"CT_1875","20.6902251","-103.263714"
"CT_1689","20.7111531","-103.380453"
"CT_1988","20.7379517","-103.377028"
"CT_1772","20.6275493","-103.369632"
"CT_1569","20.6427367","-103.412239"
"CT_1570","20.640667","-103.41552"
"CT_1571","20.6385141","-103.419035"
"CT_1572","20.6368855","-103.421658"
"CT_1573","20.6351343","-103.424169"
"CT_1574","20.6341389","-103.425959"
"CT_1576","20.6316243","-103.430078"
"CT_1577","20.6301402","-103.443736"
"CT_1578","20.6573525","-103.351106"
"CT_1579","20.6576537","-103.351825"
"CT_1584","20.6610105","-103.361122"
"CT_1581","20.6582879","-103.353691"
"CT_1582","20.6598191","-103.357963"
"CT_1556","20.6537356","-103.3938"
"CT_1237","20.6335675","-103.362668"
"CT_1239","20.6360199","-103.368993"
"CT_1240","20.6368663","-103.371518"
"CT_1241","20.6377043","-103.373738"
"CT_1242","20.6390806","-103.378306"
"CT_1141","20.5929868","-103.412541"
"CT_1139","20.5971941","-103.406073"
"CT_1140","20.5945366","-103.410083"
"CT_872","20.6678525","-103.336862"
"CT_1639","20.6500874","-103.42253"
"CT_1603","20.665304","-103.371883"
"CT_1568","20.6440747","-103.410345"
"CT_687","20.6899862","-103.301487"
"CT_686","20.6900375","-103.302277"
"CT_682","20.6907679","-103.305489"
"CT_683","20.6904466","-103.303929"
"CT_673","20.6952308","-103.326117"
"CT_658","20.7068813","-103.353063"
"CT_1493","20.6269499","-103.255783"
"CT_1494","20.6323267","-103.268789"
"CT_483","20.6290561","-103.407958"
"CT_67","20.6986152","-103.333353"
"CT_66","20.7065263","-103.351822"
"CT_65","20.7052098","-103.364071"
"CT_64","20.6964121","-103.373096"
"CT_63","20.6845531","-103.380576"
"CT_62","20.6755948","-103.386791"
"CT_61","20.6665624","-103.392653"
"CT_60","20.6557034","-103.399821"
"CT_59","20.6413665","-103.409117"
"CT_58","20.6390181","-103.410874"
"CT_57","20.6372384","-103.412234"
"CT_55","20.6277581","-103.417872"
"CT_56","20.6345902","-103.413771"
"CT_293","20.5847195","-103.332294"
"CT_292","20.5764289","-103.35485"
"CT_291","20.6067824","-103.401664"
"CT_289","20.609423","-103.412129"
"CT_379","20.6454249","-103.382741"
"CT_378","20.6467265","-103.380083"
"CT_377","20.647716","-103.377987"
"CT_375","20.6508981","-103.37396"
"CT_376","20.6488806","-103.376185"
"CT_374","20.5937696","-103.317383"
"CT_636","20.6920294","-103.375807"
"CT_634","20.6899579","-103.377136"
"CT_633","20.6892987","-103.377581"
"CT_632","20.6873326","-103.378521"
"CT_629","20.6839138","-103.381135"
"CT_2073","20.7099574","-103.44081"
"CT_630","20.6860673","-103.379481"
"CT_627","20.677696","-103.385406"
"CT_1460","20.6628775","-103.420129"
"CT_1455","20.6664303","-103.388641"
"CT_1457","20.6655714","-103.406677"
"CT_1458","20.6652149","-103.408697"
"CT_1459","20.6645107","-103.412288"
"CT_497","20.6278667","-103.410086"
"CT_498","20.62705","-103.410797"
"CT_499","20.5473086","-103.471307"
"CT_500","20.5590762","-103.463551"
"CT_501","20.5810868","-103.448976"
"CT_502","20.6190611","-103.424069"
"CT_1983","20.737268","-103.375337"
"CT_548","20.6210579","-103.42338"
"CT_549","20.6255121","-103.419786"
"CT_596","20.6504039","-103.403358"
"CT_595","20.6478602","-103.405151"
"CT_597","20.6515943","-103.402689"
"CT_598","20.65278","-103.401909"
"CT_731","20.6681663","-103.297316"
"CT_732","20.6665148","-103.297655"
"CT_733","20.6640023","-103.298262"
"CT_734","20.6623634","-103.298552"
"CT_735","20.6603126","-103.298855"
"CT_737","20.6559828","-103.299459"
"CT_736","20.6580286","-103.299161"
"CT_753","20.6377117","-103.316756"
"CT_756","20.6329791","-103.318131"
"CT_757","20.630729","-103.31907"
"CT_758","20.6288783","-103.319859"
"CT_759","20.6367221","-103.28388"
"CT_760","20.6345734","-103.284413"
"CT_761","20.6317555","-103.285335"
"CT_762","20.6272089","-103.28629"
"CT_763","20.659591","-103.32401"
"CT_1778","20.6232963","-103.371452"
"CT_1996","20.7393893","-103.382948"
"CT_911","20.6599182","-103.324301"
"CT_688","20.6895085","-103.299148"
"CT_689","20.6889532","-103.297031"
"CT_690","20.6886052","-103.294329"
"CT_691","20.687233","-103.294299"
"CT_692","20.6866804","-103.294385"
"CT_694","20.6839677","-103.294703"
"CT_747","20.6418244","-103.315654"
"CT_695","20.6828477","-103.294848"
"CT_696","20.6802539","-103.294281"
"CT_671","20.6971006","-103.330017"
"CT_669","20.6999381","-103.335912"
"CT_668","20.7013935","-103.338683"
"CT_666","20.7027173","-103.341947"
"CT_664","20.7051056","-103.34645"
"CT_665","20.7044108","-103.34567"
"CT_663","20.7046019","-103.347211"
"CT_662","20.7056756","-103.348628"
"CT_660","20.7058785","-103.349049"
"CT_656","20.7069564","-103.355163"
"CT_655","20.7071158","-103.356359"
"CT_637","20.6944404","-103.374191"
"CT_628","20.6795835","-103.38401"
"CT_625","20.6767215","-103.386048"
"CT_2080","20.6098509","-103.414683"
"CT_615","20.6744759","-103.387835"
"CT_611","20.6732087","-103.388018"
"CT_2013","20.7187266","-103.425526"
"CT_607","20.6646252","-103.393795"
"CT_331","20.5912709","-103.320198"
"CT_602","20.6594303","-103.397504"
"CT_601","20.6583363","-103.398231"
"CT_600","20.6571542","-103.398827"
"CT_599","20.6537586","-103.401262"
"CT_788","20.6753139","-103.341662"
"CT_787","20.6734452","-103.409666"
"CT_2074","20.6117558","-103.421661"
"CT_785","20.6708038","-103.404733"
"CT_783","20.6656416","-103.39581"
"CT_773","20.6573446","-103.380339"
"CT_772","20.6529921","-103.372334"
"CT_774","20.6583574","-103.381155"
"CT_764","20.6257647","-103.304342"
"CT_765","20.6266683","-103.330097"
"CT_766","20.6299007","-103.335287"
"CT_769","20.6502547","-103.366894"
"CT_768","20.6472168","-103.361239"
"CT_767","20.642287","-103.352132"
"CT_818","20.6748097","-103.357516"
"CT_817","20.6748381","-103.356469"
"CT_819","20.6748501","-103.358563"
"CT_820","20.6747698","-103.359427"
"CT_822","20.674708","-103.362379"
"CT_823","20.6746184","-103.366166"
"CT_824","20.674573","-103.367282"
"CT_825","20.6745912","-103.368729"
"CT_826","20.6744961","-103.370617"
"CT_827","20.674523","-103.371657"
"CT_828","20.6744549","-103.37374"
"CT_829","20.6744068","-103.377307"
"CT_830","20.6744339","-103.380018"
"CT_831","20.6744412","-103.381326"
"CT_940","20.6418178","-103.30257"
"CT_941","20.6409059","-103.301969"
"CT_942","20.6390528","-103.300938"
"CT_833","20.6744412","-103.384028"
"CT_937","20.6501041","-103.308959"
"CT_935","20.6509903","-103.310306"
"CT_932","20.65556","-103.317585"
"CT_933","20.6545175","-103.315932"
"CT_1922","20.7152341","-103.305384"
"CT_934","20.6528006","-103.313411"
"CT_939","20.6448534","-103.304046"
"CT_938","20.649383","-103.307753"
"CT_931","20.6564921","-103.319242"
"CT_1795","20.615185","-103.374611"
"CT_1796","20.6128672","-103.375237"
"CT_1154","20.5779173","-103.431619"
"CT_1155","20.5718762","-103.43812"
"CT_1199","20.5453594","-103.462238"
"CT_1195","20.5559258","-103.453502"
"CT_1198","20.5439276","-103.465001"
"CT_1203","20.6283135","-103.348687"
"CT_1196","20.555038","-103.454369"
"CT_1197","20.5499483","-103.45806"
"CT_1202","20.6292403","-103.344692"
"CT_1200","20.54327","-103.466301"
"CT_1201","20.6298548","-103.337279"
"CT_1168","20.5653232","-103.444561"
"CT_1159","20.5712162","-103.438892"
"CT_1212","20.6293301","-103.35137"
"CT_1213","20.6311274","-103.356408"
"CT_1149","20.580169","-103.42898"
"CT_1211","20.6289324","-103.350085"
"CT_1214","20.6321028","-103.358903"
"CT_751","20.6384272","-103.316675"
"CT_749","20.6394177","-103.316554"
"CT_748","20.6406148","-103.316514"
"CT_746","20.6428322","-103.315069"
"CT_763","20.624008","-103.28769"
"CT_745","20.6444483","-103.313787"
"CT_743","20.6459339","-103.310928"
"CT_742","20.6482276","-103.306388"
"CT_740","20.6549354","-103.299646"
"CT_741","20.6510327","-103.30082"
"CT_717","20.6739605","-103.295474"
"CT_721","20.6705854","-103.296512"
"CT_720","20.6725146","-103.295753"
"CT_187","20.6787548","-103.3498579"
"CT_102","20.68629931","-103.3480096"
"CT_104","20.68533941","-103.3487025"
"CT_108","20.68450928","-103.3479025"
"CT_110","20.68363818","-103.3485786"
"CT_119","20.68111181","-103.3484322"
"CT_117","20.6819005","-103.3477456"
"CT_124","20.67952405","-103.3491163"
"CT_126","20.67959473","-103.3476041"
"CT_120","20.68112011","-103.3477062"
"CT_137","20.68589159","-103.3521468"
"CT_143","20.68437865","-103.3511904"
"CT_145","20.68373222","-103.3522417"
"CT_147","20.68366906","-103.3502856"
"CT_150","20.68266529","-103.3503165"
"CT_152","20.68188032","-103.3523083"
"CT_154","20.6818872","-103.3503405"
"CT_156","20.68107651","-103.3531427"
"CT_159","20.68104927","-103.3503655"
"CT_166","20.67941593","-103.3532133"
"CT_177","20.68277163","-103.3542176"
"CT_179","20.68187924","-103.3542747"
"CT_184","20.67870536","-103.3523953"
"CT_182","20.67868537","-103.3544332"
"CT_183","20.67869262","-103.3532849"
"CT_190","20.67884893","-103.3475583"
"CT_158","20.68104927","-103.3503655"
"CT_138","20.68584305","-103.3511547"
"CT_142","20.68442979","-103.352215"
"CT_149","20.68271318","-103.351234"
"CT_162","20.68020037","-103.35235"
"CT_167","20.67942891","-103.3523732"
"CT_185","20.67872398","-103.3513557"
"CT_140","20.68513947","-103.3511702"
"CT_176","20.68379382","-103.3541631"
"CT_181","20.67940843","-103.3543691"
"CT_116","20.68190159","-103.3484832"
"CT_101","20.6862654","-103.3487608"
"CT_105","20.68539017","-103.3479565"
"CT_107","20.68445144","-103.3486487"
"CT_111","20.68361762","-103.3478541"
"CT_115","20.6819066","-103.3492665"
"CT_121","20.68028241","-103.3491549"
"CT_122","20.68031925","-103.3483795"
"CT_118","20.68109072","-103.3492183"
"CT_123","20.68035364","-103.3476518"
"CT_125","20.67956302","-103.3483477"
"CT_132","20.68713588","-103.3521342"
"CT_135","20.68659674","-103.3521334"
"CT_141","20.68522229","-103.3502367"
"CT_144","20.68435003","-103.3502621"
"CT_148","20.68272977","-103.3522937"
"CT_155","20.68189005","-103.3499983"
"CT_157","20.68108107","-103.3523509"
"CT_160","20.68105829","-103.3499705"
"CT_161","20.68018835","-103.353195"
"CT_163","20.68022802","-103.3513048"
"CT_164","20.68024243","-103.3503965"
"CT_165","20.68026118","-103.3499423"
"CT_168","20.67945447","-103.3513254"
"CT_169","20.67946887","-103.3504172"
"CT_170","20.67949858","-103.3499015"
"CT_174","20.68526706","-103.3541281"
"CT_175","20.6845373","-103.3541343"
"CT_188","20.67877706","-103.3490746"
"CT_189","20.6788274","-103.3482726"
"CT_191","20.6788847","-103.3466844"
"CT_192","20.67889166","-103.3458983"
"CT_194","20.67893517","-103.3443873"
"CT_173","20.68705888","-103.3540719"
"CT_114","20.6828008","-103.3478002"
"CT_103","20.6852783","-103.3494736"
"CT_146","20.68369223","-103.3512087"
"CT_139","20.67979691","-103.3431901"
"CT_153","20.68188088","-103.351255"
"CT_193","20.67889905","-103.3451194"
"CT_186","20.67873936","-103.3504391"
"CT_199","20.67801335","-103.3504649"
"CT_126","20.67959473","-103.3476041"
"CT_180","20.68014529","-103.3543492"
"CT_196","20.67806079","-103.3533491"
"CT_195","20.67808055","-103.3542841"
"CT_136","20.68656199","-103.3511349"
"CT_198","20.67800397","-103.3513759"
"CT_178","20.68106397","-103.3543097"
"CT_646","20.67214718","-103.3773103"
"CT_641","20.67214172","-103.3813694"
"CT_645","20.6721552","-103.384837"
"CT_640","20.67325503","-103.3813718"
"CT_635","20.67325663","-103.3800288"
"CT_639","20.67328312","-103.3848418"
"CT_662","20.65833628","-103.3982312"
"CT_660","20.65943031","-103.3975044"
"CT_664","20.6537586","-103.4012618"
"CT_603","20.6872863","-103.3773837"
"CT_604","20.6869509","-103.377396"
"CT_606","20.68599096","-103.3773713"
"CT_609","20.68341182","-103.3773589"
"CT_612","20.67931749","-103.3773589"
"CT_613","20.67941002","-103.3799798"
"CT_614","20.67945628","-103.381315"
"CT_616","20.6777098","-103.3848383"
"CT_618","20.67676137","-103.3848259"
"CT_620","20.67676044","-103.3840281"
"CT_626","20.67558778","-103.3773619"
"CT_631","20.67382444","-103.3858757"
"CT_642","20.67213925","-103.3800079"
"CT_649","20.67076677","-103.3773712"
"CT_650","20.67085363","-103.3762292"
"CT_651","20.66880357","-103.384743"
"CT_654","20.66659711","-103.3826076"
"CT_659","20.66592822","-103.395225"
"CT_661","20.6590567","-103.3966455"
"CT_674","20.6630615","-103.3840281"
"CT_684","20.66256199","-103.3786849"
"CT_685","20.66303979","-103.377348"
"CT_699","20.6284525","-103.4190533"
"CT_269","20.688543","-103.3590286"
"CT_268","20.68976653","-103.358911"
"CT_276","20.68288936","-103.3592267"
"CT_284","20.67708565","-103.3594209"
"CT_279","20.68001642","-103.3593217"
"CT_283","20.67698792","-103.3623325"
"CT_294","20.67391461","-103.3623951"
"CT_286","20.67713992","-103.3565155"
"CT_275","20.68398799","-103.3591875"
"CT_271","20.68675236","-103.3590956"
"CT_270","20.68749126","-103.3590737"
"CT_282","20.67809501","-103.3593867"
"CT_274","20.68466203","-103.3591623"
"CT_278","20.68107808","-103.3592865"
"CT_277","20.68193835","-103.3592581"
"CT_295","20.67400006","-103.3594236"
"CT_287","20.67621151","-103.3594345"
"CT_273","20.68537912","-103.3591355"
"CT_272","20.68621209","-103.3591074"
"CT_266","20.69693762","-103.3581277"
"CT_264","20.69707203","-103.3619"
"CT_263","20.69711633","-103.3632836"
"CT_226","20.67362817","-103.3464393"
"CT_225","20.67360908","-103.3472448"
"CT_223","20.67357365","-103.348784"
"CT_254","20.6714607","-103.3525429"
"CT_219","20.67349765","-103.3524682"
"CT_232","20.6727893","-103.350738"
"CT_257","20.67136597","-103.3508135"
"CT_256","20.67140084","-103.3516684"
"CT_253","20.67148699","-103.3536154"
"CT_240","20.67215834","-103.3535895"
"CT_229","20.67275937","-103.3535713"
"CT_242","20.67210678","-103.3516334"
"CT_245","20.67206024","-103.3486959"
"CT_220","20.67351488","-103.3515612"
"CT_228","20.67362282","-103.3449874"
"CT_299","20.67020898","-103.3593949"
"CT_252","20.6692402","-103.346163"
"CT_218","20.67346287","-103.353556"
"CT_230","20.67277863","-103.352489"
"CT_231","20.67281228","-103.3515898"
"CT_234","20.67283472","-103.3487484"
"CT_235","20.6728235","-103.3479092"
"CT_236","20.67286837","-103.3471659"
"CT_241","20.67215048","-103.352513"
"CT_243","20.67208317","-103.3507506"
"CT_258","20.67133437","-103.3495624"
"CT_248","20.67166141","-103.3463291"
"CT_250","20.67095282","-103.3460523"
"CT_260","20.6708438","-103.3472758"
"CT_255","20.67118447","-103.3525336"
"CT_261","20.67105502","-103.3516815"
"CT_265","20.69705296","-103.3606096"
"CT_267","20.6933334","-103.3584686"
"CT_280","20.67940128","-103.3593061"
"CT_281","20.67865184","-103.3593352"
"CT_285","20.67711206","-103.3585196"
"CT_288","20.67562678","-103.3594517"
"CT_290","20.67557227","-103.3623355"
"CT_296","20.67336476","-103.3593935"
"CT_297","20.67224737","-103.3593643"
"CT_298","20.67164779","-103.3593935"
"CT_106","20.68440314","-103.3494123"
"CT_109","20.68363936","-103.3493605"
"CT_112","20.68271704","-103.3493011"
"CT_127","20.68892033","-103.3519627"
"CT_113","20.68276214","-103.3485312"
"CT_128","20.6889584","-103.351097"
"CT_129","20.6879592","-103.3520932"
"CT_130","20.68799449","-103.3511074"
"CT_131","20.6880242","-103.3504429"
"CT_133","20.68717485","-103.3511176"
"CT_134","20.68721441","-103.3503816"
"CT_171","20.68974558","-103.3540165"
"CT_221","20.67355575","-103.3496304"
"CT_15","20.68456621","-103.3468736"
"CT_4","20.68815154","-103.3470077"
"CT_5","20.68818219","-103.3464761"
"CT_12","20.68547657","-103.3468974"
"CT_13","20.68553413","-103.3463058"
"CT_14","20.68557656","-103.3455223"
"CT_16","20.68458937","-103.34626"
"CT_17","20.68463584","-103.3454698"
"CT_21","20.68285071","-103.3468207"
"CT_22","20.68288108","-103.3461461"
"CT_25","20.68191899","-103.3460952"
"CT_26","20.68192876","-103.3453022"
"CT_29","20.68115352","-103.3452569"
"CT_32","20.68039699","-103.3460091"
"CT_40","20.67918242","-103.3417633"
"CT_39","20.67979691","-103.3431904"
"CT_53","20.67585075","-103.3473852"
"CT_78","20.67440145","-103.345619"
"CT_94","2288614.16","671965.5756"
"CT_97","2288508.822","672050.7927"
"CT_38","20.67974813","-103.3443953"
"CT_41","20.67634851","-103.3548851"
"CT_42","20.67639021","-103.3534487"
"CT_43","20.67644834","-103.3523569"
"CT_45","20.67651388","-103.3505332"
"CT_46","20.67659287","-103.3474219"
"CT_54","20.67587363","-103.3465729"
"CT_52","20.67577847","-103.350572"
"CT_68","20.67415839","-103.3546164"
"CT_76","20.67434849","-103.3472888"
"CT_69","20.67417889","-103.3535428"
"CT_44","20.67648629","-103.3514305"
"CT_9","2288429.932","672228.1786"
"CT_49","20.6757301","-103.3534704"
"CT_71","20.67423181","-103.351514"
"CT_80","20.67346059","-103.3546114"
"CT_79","20.67441935","-103.3448354"
"CT_82","20.67217497","-103.3546208"
"CT_86","20.69952407","-103.3478607"
"CT_428","20.66847933","-103.3528399"
"CT_33","20.68042273","-103.3452158"
"CT_6","20.68686293","-103.3469581"
"CT_203","20.67811376","-103.3466572"
"CT_201","20.67788984","-103.3491793"
"CT_207","20.67719752","-103.3545787"
"CT_209","20.67724966","-103.3524258"
"CT_211","20.67730583","-103.3504914"
"CT_212","20.67740235","-103.3490049"
"CT_208","20.67722186","-103.3534405"
"CT_210","20.67727939","-103.3514021"
"CT_7","20.68737568","-103.3469797"
"CT_8","20.68690157","-103.3463842"
"CT_10","20.68634617","-103.3469459"
"CT_11","20.68638004","-103.3463525"
"CT_18","20.68356544","-103.3468462"
"CT_19","20.68358014","-103.3461945"
"CT_20","20.68362236","-103.3453993"
"CT_24","20.68191103","-103.3468056"
"CT_23","20.68293242","-103.3453616"
"CT_27","20.68112143","-103.3467956"
"CT_28","20.68111742","-103.3460519"
"CT_31","20.68037292","-103.3467771"
"CT_35","20.67963323","-103.3467482"
"CT_34","20.68045327","-103.3444057"
"CT_36","20.67966561","-103.3459583"
"CT_37","20.67970258","-103.3451745"
"CT_30","20.68113625","-103.3432644"
"CT_47","20.67661599","-103.3465746"
"CT_48","20.67570648","-103.3548929"
"CT_50","20.67574761","-103.3523786"
"CT_51","20.67576742","-103.35146"
"CT_70","20.67419993","-103.3524485"
"CT_72","20.67425862","-103.350611"
"CT_73","20.67428135","-103.3496653"
"CT_75","20.67432282","-103.3480239"
"CT_83","20.67151335","-103.3546317"
"CT_84","20.70044556","-103.3477457"
"CT_85","20.70202801","-103.347555"
"CT_87","20.6974448","-103.348118"
"CT_92","2288858.205","672028.8005"
"CT_93","2288774.913","672034.4503"
"CT_95","2288614.77","672044.279"
"CT_96","2288505.717","671971.8115"
"CT_98","2288416.233","671977.9146"
"CT_99","2288421.992","672055.5361"
"CT_100","20.68678365","-103.3487906"
"CT_892","20.71637531","-103.319674"
"CT_316","20.68917712","-103.3694345"
"CT_805","20.71422639","-103.3852092"
"CT_521","20.67787514","-103.3272349"
"CT_317","20.68919137","-103.3679356"
"CT_619","20.67557628","-103.384821"
"CT_222","20.67355575","-103.3496304"
"CT_201","20.67803884","-103.349046"
"CT_202","20.67808194","-103.3474888"
"CT_204","20.67814604","-103.3458543"
"CT_205","20.6781675","-103.3450681"
"CT_206","20.67816084","-103.3443745"
"CT_233","20.67281126","-103.3495964"
"CT_314","20.68973316","-103.3644676"
"CT_309","20.6909306","-103.3656257"
"CT_312","20.68981075","-103.3694253"
"CT_310","20.69043802","-103.3679232"
"CT_315","20.68920583","-103.3732751"
"CT_311","20.68981287","-103.373258"
"CT_322","20.687219","-103.3733466"
"CT_385","20.6737856","-103.3661572"
"CT_364","20.67689268","-103.3662125"
"CT_354","20.67931776","-103.3673484"
"CT_343","20.68215723","-103.3682624"
"CT_347","20.68126298","-103.3682991"
"CT_329","20.68562541","-103.3681218"
"CT_338","20.68320171","-103.3695075"
"CT_335","20.68423801","-103.3694946"
"CT_345","20.68135765","-103.3719305"
"CT_337","20.68331248","-103.373654"
"CT_330","20.68511844","-103.3736083"
"CT_344","20.68139387","-103.3734994"
"CT_340","20.68234198","-103.3734645"
"CT_334","20.68433483","-103.3733992"
"CT_369","20.67594883","-103.3688525"
"CT_356","20.67770982","-103.3686245"
"CT_380","20.67356941","-103.3737536"
"CT_358","20.67770099","-103.3736129"
"CT_359","20.67679121","-103.3736194"
"CT_360","20.67680347","-103.3706623"
"CT_352","20.67929784","-103.3695526"
"CT_351","20.67924993","-103.3735599"
"CT_350","20.68031373","-103.368342"
"CT_371","20.676048","-103.3673022"
"CT_362","20.67685572","-103.3686071"
"CT_339","20.68315836","-103.3682214"
"CT_333","20.68491173","-103.3681526"
"CT_326","20.68701281","-103.368059"
"CT_320","20.68815117","-103.3694453"
"CT_1400","20.67971197","-103.3871632"
"CT_318","20.68912324","-103.3669015"
"CT_608","20.6845209","-103.3774211"
"CT_610","20.6824435","-103.3774304"
"CT_605","20.68518382","-103.3774266"
"CT_623","20.67664367","-103.3773185"
"CT_617","20.67768534","-103.3773039"
"CT_622","20.67677905","-103.381343"
"CT_615","20.67768933","-103.385106"
"CT_624","20.67524258","-103.3884969"
"CT_621","20.67769263","-103.3840549"
"CT_301","20.67171456","-103.364328"
"CT_392","20.67239986","-103.3661306"
"CT_392","20.6722595","-103.3661373"
"CT_394","20.67142405","-103.3687283"
"CT_390","20.67233774","-103.3685116"
"CT_388","20.67228756","-103.3705507"
"CT_391","20.67234607","-103.3672201"
