ns1:name6,ns1:coordinates
,
,
601,"-103.491195745322,20.4897446948729,0 -103.491277385906,20.4897273940541,0 -103.491760872945,20.4896128152997,0 -103.492104303839,20.4895306393888,0 -103.492436955462,20.4894509185491,0 -103.492783267318,20.489370343565,0 -103.493138223602,20.4892825119356,0 -103.493483362061,20.4891948934134,0 -103.493822042841,20.4891126104617,0 -103.494104172634,20.4890371611146,0 -103.494313536786,20.4889788406093,0 -103.494372925717,20.4889654170837,0 -103.494426619819,20.4889507732377,0 -103.494563702489,20.4889174178107,0 -103.494710954496,20.4888787743281,0 -103.4948659352,20.4888429782601,0 -103.495019695583,20.4888002670425,0 -103.495146608915,20.4887660980685,0 -103.495262539363,20.4887213529834,0 -103.495374402075,20.4886884043299,0 -103.495528162459,20.4886273883048,0 -103.495712024081,20.4885684061472,0 -103.495877174122,20.4885167459126,0 -103.496062662838,20.4884614247166,0 -103.496251812516,20.488405696747,0 -103.496426318348,20.4883642058499,0 -103.496610586744,20.4883341046109,0 -103.496786312896,20.4882999356368,0 -103.496948208749,20.4882722750388,0 -103.497102074107,20.4882484519095,0 -103.497229500417,20.4882331499878,0 -103.497351242877,20.488219676928,0 -103.497565166686,20.4881889940996,0 -103.497814468082,20.4881371408762,0 -103.497917427985,20.4881132615046,0 -103.498066464992,20.4880697597663,0 -103.498218997174,20.4880302187349,0 -103.498395488003,20.4879894510367,0 -103.498595404194,20.4879405862778,0 -103.498755354186,20.4878983373046,0 -103.498782060973,20.4878906671574,0 -103.498801484549,20.4878857399626,0 -103.499538077437,20.4876988884962,0 -103.499706510987,20.4876545320431,0 -103.499944954001,20.4875951416113,0 -103.500262771083,20.4875164741721,0 -103.500607722261,20.4874312035698,0 -103.500978099963,20.4873400231531,0 -103.501374010736,20.4872423193725,0 -103.501794467745,20.487138905615,0 -103.502224395981,20.4870314774408,0 -103.502654084182,20.4869231418112,0 -103.503084786921,20.486816899742,0 -103.503523439242,20.4867069498183,0 -103.503956809803,20.4865963732855,0 -103.50438815196,20.4864895714828,0 -103.504807568805,20.4863861710535,0 -103.50523208031,20.4862819172644,0 -103.505640905106,20.486181011805,0 -103.506038309992,20.4860810270527,0 -103.506408847244,20.4859871249986,0 -103.506735843149,20.4859063371666,0 -103.507021483154,20.4858344601713,0 -103.507253576395,20.485776950699,0 -103.507489378402,20.4857172929043,0 -103.507686680069,20.485665719957,0 -103.508017890548,20.4855837038128,0 -103.508375888794,20.4854934577463,0 -103.508628018314,20.485433733496,0 -103.508865087936,20.4853746492734,0 -103.50928411748,20.4852716761214,0 -103.509321594094,20.485261952988,0 -103.50970672173,20.4851620330812,0 -103.509968483642,20.4850990008625,0 -103.510262888338,20.4850259233869,0 -103.51052954968,20.4849589276014,0 -103.510572661548,20.4849480961747,0 -103.510898923488,20.4848663607635,0 -103.511234069746,20.4847794223732,0 -103.511556128666,20.4846999144566,0 -103.511844490851,20.4846239954878,0 -103.512075556882,20.4845652988726,0 -103.512302219862,20.4845083493244,0 -103.512579229961,20.4844409276036,0 -103.512904691383,20.4843633677471,0 -103.513273521228,20.4842727613293,0 -103.513653903968,20.4841791660795,0 -103.514040356529,20.4840811157938,0 -103.514427650105,20.4839796100293,0 -103.514821973023,20.4838845079666,0 -103.515202648991,20.4837869639173,0 -103.515587287741,20.483694502811,0 -103.51600490268,20.4835906363005,0 -103.516442182303,20.4834805388951,0 -103.51687487151,20.4833726966738,0 -103.517299944633,20.4832651216867,0 -103.518825088263,20.4828342756973,0 -103.519356523637,20.4826888118836,0 -103.519944107043,20.4825806942444,0 -103.520400164078,20.4825317249974,0 -103.520840397413,20.4825131165018,0 -103.521244057884,20.482510166922,0 -103.523069239379,20.4825775668237,0 -103.5234840273,20.4825648940198,0 -103.523880031523,20.4825695629181,0 -103.524272153366,20.4825688959305,0 -103.524675654445,20.482571083652,0 -103.525070645132,20.482571083342,0 -103.525450014671,20.4825689087801,0 -103.525806691423,20.4825697099192,0 -103.52614950833,20.4825709239342,0 -103.526491484434,20.4825716441159,0 -103.526807954806,20.4825720443465,0 -103.527405049154,20.4825536745828,0 -103.529947680178,20.4825781270792,0 -103.530277970733,20.4825749791881,0 -103.530624202892,20.4825798349644,0 -103.531001957414,20.482582623142,0 -103.531390437878,20.4825837964696,0 -103.531774436161,20.4825835967342,0 -103.532169452525,20.4825849310607,0 -103.532572700566,20.4825875454727,0 -103.532984646426,20.4825889992653,0 -103.53340484968,20.4825886264702,0 -103.533836966122,20.4825918412068,0 -103.534268588886,20.4825914271883,0 -103.534688405733,20.4825903731898,0 -103.53509704317,20.4825914543879,0 -103.535502638751,20.4826056615056,0 -103.535907727516,20.4825932819164,0 -103.53629790177,20.48259273486,0 -103.536679445901,20.4825967369052,0 -103.537049622813,20.4825910401995,0 -103.53740911517,20.4825943354857,0 -103.537752745938,20.4825933887806,0 -103.538084262882,20.4825942420058,0 -103.538431149341,20.4825940151625,0 -103.538783984628,20.4825975235175,0 -103.539133591118,20.4826019399226,0 -103.539482064218,20.4826010187698,0 -103.542501805155,20.4825476391326,0 -103.542969194767,20.4825520253612,0 -103.543316398809,20.4825576524427,0 -103.543654424623,20.4825821432871,0 -103.543904485917,20.4826408659346,0 -103.544399940614,20.4828013784377,0 -103.544781883765,20.4829418757927,0 -103.545200882653,20.4830713509604,0 -103.546919376646,20.4837050079525,0 -103.551529397065,20.4860709021174,0 -103.551885301259,20.4862466863202,0 -103.552246207402,20.4864262055233,0 -103.552613543446,20.4866100335112,0 -103.552976450126,20.4867947814664,0 -103.55310676855,20.4868593787943,0 -103.553342999789,20.4869764757423,0 -103.553716712149,20.4871649059555,0 -103.554239795123,20.4874257739479,0 -103.554507733388,20.4875568812562,0 -103.554920065848,20.4877599999019,0 -103.555336000512,20.4879613705931,0 -103.555736833662,20.4881629137896,0 -103.556141082432,20.4883596955785,0 -103.556547398622,20.4885640280178,0 -103.556961665678,20.4887664254881,0 -103.557383483003,20.4889723050107,0 -103.557802071947,20.4891815192116,0 -103.558080697506,20.4893211749049,0 -103.55811622307,20.4893389813705,0 -103.558214657981,20.4893883193259,0 -103.55861917337,20.4895875424609,0 -103.559016658655,20.489788072316,0 -103.559398922475,20.4899726474576,0 -103.559769153232,20.4901556621158,0 -103.560145814227,20.4903452527995,0 -103.560539136866,20.4905396197783,0 -103.560950963079,20.490744098339,0 -103.561364042185,20.4909544738225,0 -103.561779363669,20.4911606733545,0 -103.5621955652,20.4913645385162,0 -103.562609071532,20.4915728594913,0 -103.563024712565,20.4917813534861,0 -103.563451252846,20.4919931564259,0 -103.563880353924,20.4922044781614,0 -103.564311762764,20.4924187088587,0 -103.564737729564,20.4926304046867,0 -103.565162268013,20.4928414869591,0 -103.565578269217,20.4930485137202,0 -103.565996351353,20.4932537661761,0 -103.56642101041,20.4934592725292,0 -103.566859570337,20.4936774246324,0 -103.567293434014,20.4938925358321,0 -103.567394485772,20.493943209415,0 -103.567709821568,20.4941013370291,0 -103.568125396568,20.4943084565726,0 -103.568542651984,20.4945168709557,0 -103.56896130721,20.4947252055843,0 -103.569378695993,20.4949323119364,0 -103.569793216484,20.4951387784934,0 -103.570196757924,20.4953377214003,0 -103.570590708107,20.4955310474954,0 -103.570975266251,20.495720425261,0 -103.571357449968,20.4959102696166,0 -103.571736618429,20.4960996872596,0 -103.572115973894,20.496284236305,0 -103.57248376399,20.496467276552,0 -103.572845951288,20.4966517190682,0 -103.573204749213,20.4968268360771,0 -103.573560826214,20.4970001647748,0 -103.573887154654,20.4971635296009,0 -103.574151116827,20.4972952909972,0 -103.574228931182,20.4973343373822,0 -103.574367041515,20.4974031329074,0 -103.574494947748,20.4974677530267,0 -103.574613008749,20.4975266098114,0 -103.574791060605,20.4976146420967,0 -103.575034105841,20.497738252545,0 -103.575148454897,20.4977953349467,0 -103.575323202127,20.4978825671825,0 -103.575642059471,20.4980432495059,0 -103.575986783516,20.4982156184936,0 -103.576344914957,20.498392283156,0 -103.576707662392,20.4985730566089,0 -103.57707758639,20.4987573644673,0 -103.577445109418,20.4989429266105,0 -103.577782777191,20.4991163094507,0 -103.578098005815,20.4992739909858,0 -103.578395333269,20.4994195995294,0 -103.578677558245,20.4995599923487,0 -103.57896754781,20.4997011583664,0 -103.57927509292,20.4998528233405,0 -103.57956493644,20.4999930015991,0 -103.579825043569,20.5001168654417,0 -103.580019290356,20.5002113408373,0 -103.581801516499,20.5010920617083,0 -103.582183926778,20.5012801859959,0 -103.582564389536,20.5014702033844,0 -103.582940984176,20.5016578467743,0 -103.583324702093,20.5018447434898,0 -103.583697400566,20.5020309731193,0 -103.58381860762,20.5020907096768,0 -103.584086254451,20.5022226186997,0 -103.584475348525,20.5024132770839,0 -103.58487291316,20.502606629901,0 -103.585279709692,20.5028083205647,0 -103.585690215042,20.503011798574,0 -103.586099292636,20.5032163445081,0 -103.586500940011,20.5034131925132,0 -103.586903907147,20.5036110540662,0 -103.587297310222,20.5038054346561,0 -103.587686590873,20.5040021631451,0 -103.588087771495,20.5042026933864,0 -103.588494928205,20.5044048505039,0 -103.58891453132,20.5046101027004,0 -103.589340924403,20.5048206787011,0 -103.589761648352,20.5050252505677,0 -103.590049943851,20.5051778223974,0 -103.59666531708,20.508472157452,0 -103.597300469065,20.5087884314811,0 -103.597662455732,20.5090004206598,0 -103.59802309567,20.5092313265138,0 -103.598386176032,20.5094702492741,0 -103.598744454152,20.5097025692662,0 -103.599060443849,20.5099065143315,0 -103.599343376569,20.5100907696089,0 -103.599584340113,20.5102460629881,0 -103.599644117732,20.5102848030453,0 -103.599744570184,20.510351517491,0 -103.599909068454,20.5104653095462,0 -103.600035279413,20.5105467250863,0 -103.600219934631,20.5106679338749,0 -103.600456349947,20.5108231343251,0 -103.600716470992,20.5109937950939,0 -103.601013757565,20.5111868146377,0 -103.601347702963,20.5114031128832,0 -103.601686811034,20.5116259612115,0 -103.602031588828,20.5118491563374,0 -103.602384157525,20.5120759666928,0 -103.602746598197,20.5123123949985,0 -103.603111199114,20.5125512918472,0 -103.603474132998,20.5127864534076,0 -103.603838041341,20.5130181195689,0 -103.604205149832,20.5132574960869,0 -103.606499451057,20.5148331637394,0 -103.606858040893,20.5150895100495,0 -103.607365868286,20.5153955791184,0 -103.607707088567,20.5155844902917,0 -103.608060989728,20.5157346731816,0 -103.608522726856,20.5159038704621,0 -103.60915707564,20.5161561721747,0 -103.609589763092,20.5162909870245,0 -103.61059737025,20.5166500685238,0 -103.614178960632,20.5178539064967,0 -103.614323127898,20.5179073341877,0 -103.614491041237,20.5179687795037,0 -103.6146113169,20.5180120677468,0 -103.614974864421,20.5181443233718,0 -103.616316730189,20.5186324014728,0 -103.616634253521,20.518746500203,0 -103.616971534267,20.5188658547679,0 -103.617322968688,20.5189950287142,0 -103.617688490478,20.5191309516255,0 -103.618050184039,20.5192602321018,0 -103.618382047873,20.5193791867321,0 -103.61869458286,20.5194919249193,0 -103.619030209386,20.5196130539293,0 -103.619398678852,20.5197467762407,0 -103.619786572644,20.5198899033332,0 -103.620198945665,20.5200379265892,0 -103.620616453567,20.5201919658326,0 -103.621047235924,20.5203444310864,0 -103.621492085132,20.5205036463072,0 -103.621926836578,20.5206608206963,0 -103.622349641085,20.520812232018,0 -103.622763981909,20.5209620158493,0 -103.623176728086,20.521105557009,0 -103.623587606453,20.5212576350504,0 -103.624016200848,20.5214200920235,0 -103.624429800258,20.5215608319668,0 -103.624856401056,20.5217153246712,0 -103.625279412546,20.5218684038819,0 -103.625693486081,20.5220160395599,0 -103.626089796842,20.5221570858945,0 -103.626473480971,20.5222972381678,0 -103.626619572079,20.5223511094113,0 -103.626854564657,20.5224377638306,0 -103.627233453426,20.5225770625422,0 -103.627611040957,20.5227123453081,0 -103.627989056449,20.5228498295872,0 -103.628371039569,20.5229873543867,0 -103.63117571628,20.523905992341,0 -103.632058473243,20.5242157936867,0 -103.63266670882,20.5244521926174,0 -103.633200790072,20.5246838484359,0 -103.63383589427,20.5250041418412,0 -103.63438733819,20.5253263482742,0 -103.634901944075,20.5256566406859,0 -103.635941847577,20.526292030788,0 -103.637601059275,20.5273136704759,0 -103.643221858863,20.5308196732775,0 -103.643634464497,20.531072683995,0 -103.644048145057,20.5313265215984,0 -103.64445773621,20.5315800923157,0 -103.644870562824,20.5318281936996,0 -103.645278145841,20.5320743334146,0 -103.64567829909,20.5323146440331,0 -103.646068633719,20.5325482315322,0 -103.646452924757,20.5327825786813,0 -103.646841818968,20.5330207950806,0 -103.647231700039,20.5332594782008,0 -103.647616885414,20.5334919977574,0 -103.647994673657,20.5337197420521,0 -103.648377370648,20.5339494336765,0 -103.648754598953,20.5341843018603,0 -103.649129379269,20.5344128063601,0 -103.649503538301,20.5346407641066,0 -103.649877397685,20.534867587673,0 -103.650248402383,20.5350939446734,0 -103.650625117123,20.5353248236409,0 -103.651006946738,20.5355585440587,0 -103.651398102539,20.5357995880174,0 -103.651787529773,20.5360362171251,0 -103.652174629191,20.5362746468056,0 -103.652564110144,20.5365073935785,0 -103.652951202931,20.5367418212128,0 -103.655213651587,20.5381874829691,0 -103.65584368223,20.5385970282972,0 -103.656441989892,20.5389541637054,0 -103.657044300583,20.5392885968047,0 -103.657425578872,20.5394494590588,0 -103.65794974735,20.5396296646707,0 -103.658515975351,20.539770470209,0 -103.659077528532,20.5399045994127,0 -103.663077685294,20.5409028868167,0 -103.663371590506,20.540982367644,0 -103.663620078932,20.5410472814921,0 -103.663871914996,20.5411159302697,0 -103.664036019593,20.5411614071558,0 -103.664330298743,20.5412401403424,0 -103.664518929149,20.5412893264394,0 -103.664522976884,20.5412903920518,0 -103.664676876875,20.5413309211513,0 -103.664886878714,20.541388883878,0 -103.665159605884,20.541460547493,0 -103.665453871432,20.5415382280319,0 -103.665758407803,20.5416227113593,0 -103.666073150601,20.5417065011925,0 -103.666107010709,20.5417154649875,0"
601,"-103.491195745322,20.4897446948729,0 -103.491277385906,20.4897273940541,0 -103.491760872945,20.4896128152997,0 -103.492104303839,20.4895306393888,0 -103.492436955462,20.4894509185491,0 -103.492783267318,20.489370343565,0 -103.493138223602,20.4892825119356,0 -103.493483362061,20.4891948934134,0 -103.493822042841,20.4891126104617,0 -103.494104172634,20.4890371611146,0 -103.494313536786,20.4889788406093,0 -103.494372925717,20.4889654170837,0 -103.494426619819,20.4889507732377,0 -103.494563702489,20.4889174178107,0 -103.494710954496,20.4888787743281,0 -103.4948659352,20.4888429782601,0 -103.495019695583,20.4888002670425,0 -103.495146608915,20.4887660980685,0 -103.495262539363,20.4887213529834,0 -103.495374402075,20.4886884043299,0 -103.495528162459,20.4886273883048,0 -103.495712024081,20.4885684061472,0 -103.495877174122,20.4885167459126,0 -103.496062662838,20.4884614247166,0 -103.496251812516,20.488405696747,0 -103.496426318348,20.4883642058499,0 -103.496610586744,20.4883341046109,0 -103.496786312896,20.4882999356368,0 -103.496948208749,20.4882722750388,0 -103.497102074107,20.4882484519095,0 -103.497229500417,20.4882331499878,0 -103.497351242877,20.488219676928,0 -103.497565166686,20.4881889940996,0 -103.497814468082,20.4881371408762,0 -103.497917427985,20.4881132615046,0 -103.498066464992,20.4880697597663,0 -103.498218997174,20.4880302187349,0 -103.498395488003,20.4879894510367,0 -103.498595404194,20.4879405862778,0 -103.498755354186,20.4878983373046,0 -103.498782060973,20.4878906671574,0 -103.498801484549,20.4878857399626,0 -103.499538077437,20.4876988884962,0 -103.499706510987,20.4876545320431,0 -103.499944954001,20.4875951416113,0 -103.500262771083,20.4875164741721,0 -103.500607722261,20.4874312035698,0 -103.500978099963,20.4873400231531,0 -103.501374010736,20.4872423193725,0 -103.501794467745,20.487138905615,0 -103.502224395981,20.4870314774408,0 -103.502654084182,20.4869231418112,0 -103.503084786921,20.486816899742,0 -103.503523439242,20.4867069498183,0 -103.503956809803,20.4865963732855,0 -103.50438815196,20.4864895714828,0 -103.504807568805,20.4863861710535,0 -103.50523208031,20.4862819172644,0 -103.505640905106,20.486181011805,0 -103.506038309992,20.4860810270527,0 -103.506408847244,20.4859871249986,0 -103.506735843149,20.4859063371666,0 -103.507021483154,20.4858344601713,0 -103.507253576395,20.485776950699,0 -103.507489378402,20.4857172929043,0 -103.507686680069,20.485665719957,0 -103.508017890548,20.4855837038128,0 -103.508375888794,20.4854934577463,0 -103.508628018314,20.485433733496,0 -103.508865087936,20.4853746492734,0 -103.50928411748,20.4852716761214,0 -103.509321594094,20.485261952988,0 -103.50970672173,20.4851620330812,0 -103.509968483642,20.4850990008625,0 -103.510262888338,20.4850259233869,0 -103.51052954968,20.4849589276014,0 -103.510572661548,20.4849480961747,0 -103.510898923488,20.4848663607635,0 -103.511234069746,20.4847794223732,0 -103.511556128666,20.4846999144566,0 -103.511844490851,20.4846239954878,0 -103.512075556882,20.4845652988726,0 -103.512302219862,20.4845083493244,0 -103.512579229961,20.4844409276036,0 -103.512904691383,20.4843633677471,0 -103.513273521228,20.4842727613293,0 -103.513653903968,20.4841791660795,0 -103.514040356529,20.4840811157938,0 -103.514427650105,20.4839796100293,0 -103.514821973023,20.4838845079666,0 -103.515202648991,20.4837869639173,0 -103.515587287741,20.483694502811,0 -103.51600490268,20.4835906363005,0 -103.516442182303,20.4834805388951,0 -103.51687487151,20.4833726966738,0 -103.517299944633,20.4832651216867,0 -103.518825088263,20.4828342756973,0 -103.519356523637,20.4826888118836,0 -103.519944107043,20.4825806942444,0 -103.520400164078,20.4825317249974,0 -103.520840397413,20.4825131165018,0 -103.521244057884,20.482510166922,0 -103.523069239379,20.4825775668237,0 -103.5234840273,20.4825648940198,0 -103.523880031523,20.4825695629181,0 -103.524272153366,20.4825688959305,0 -103.524675654445,20.482571083652,0 -103.525070645132,20.482571083342,0 -103.525450014671,20.4825689087801,0 -103.525806691423,20.4825697099192,0 -103.52614950833,20.4825709239342,0 -103.526491484434,20.4825716441159,0 -103.526807954806,20.4825720443465,0 -103.527405049154,20.4825536745828,0 -103.529947680178,20.4825781270792,0 -103.530277970733,20.4825749791881,0 -103.530624202892,20.4825798349644,0 -103.531001957414,20.482582623142,0 -103.531390437878,20.4825837964696,0 -103.531774436161,20.4825835967342,0 -103.532169452525,20.4825849310607,0 -103.532572700566,20.4825875454727,0 -103.532984646426,20.4825889992653,0 -103.53340484968,20.4825886264702,0 -103.533836966122,20.4825918412068,0 -103.534268588886,20.4825914271883,0 -103.534688405733,20.4825903731898,0 -103.53509704317,20.4825914543879,0 -103.535502638751,20.4826056615056,0 -103.535907727516,20.4825932819164,0 -103.53629790177,20.48259273486,0 -103.536679445901,20.4825967369052,0 -103.537049622813,20.4825910401995,0 -103.53740911517,20.4825943354857,0 -103.537752745938,20.4825933887806,0 -103.538084262882,20.4825942420058,0 -103.538431149341,20.4825940151625,0 -103.538783984628,20.4825975235175,0 -103.539133591118,20.4826019399226,0 -103.539482064218,20.4826010187698,0 -103.542501805155,20.4825476391326,0 -103.542969194767,20.4825520253612,0 -103.543316398809,20.4825576524427,0 -103.543654424623,20.4825821432871,0 -103.543904485917,20.4826408659346,0 -103.544399940614,20.4828013784377,0 -103.544781883765,20.4829418757927,0 -103.545200882653,20.4830713509604,0 -103.546919376646,20.4837050079525,0 -103.551529397065,20.4860709021174,0 -103.551885301259,20.4862466863202,0 -103.552246207402,20.4864262055233,0 -103.552613543446,20.4866100335112,0 -103.552976450126,20.4867947814664,0 -103.55310676855,20.4868593787943,0 -103.553342999789,20.4869764757423,0 -103.553716712149,20.4871649059555,0 -103.554239795123,20.4874257739479,0 -103.554507733388,20.4875568812562,0 -103.554920065848,20.4877599999019,0 -103.555336000512,20.4879613705931,0 -103.555736833662,20.4881629137896,0 -103.556141082432,20.4883596955785,0 -103.556547398622,20.4885640280178,0 -103.556961665678,20.4887664254881,0 -103.557383483003,20.4889723050107,0 -103.557802071947,20.4891815192116,0 -103.558080697506,20.4893211749049,0 -103.55811622307,20.4893389813705,0 -103.558214657981,20.4893883193259,0 -103.55861917337,20.4895875424609,0 -103.559016658655,20.489788072316,0 -103.559398922475,20.4899726474576,0 -103.559769153232,20.4901556621158,0 -103.560145814227,20.4903452527995,0 -103.560539136866,20.4905396197783,0 -103.560950963079,20.490744098339,0 -103.561364042185,20.4909544738225,0 -103.561779363669,20.4911606733545,0 -103.5621955652,20.4913645385162,0 -103.562609071532,20.4915728594913,0 -103.563024712565,20.4917813534861,0 -103.563451252846,20.4919931564259,0 -103.563880353924,20.4922044781614,0 -103.564311762764,20.4924187088587,0 -103.564737729564,20.4926304046867,0 -103.565162268013,20.4928414869591,0 -103.565578269217,20.4930485137202,0 -103.565996351353,20.4932537661761,0 -103.56642101041,20.4934592725292,0 -103.566859570337,20.4936774246324,0 -103.567293434014,20.4938925358321,0 -103.567394485772,20.493943209415,0 -103.567709821568,20.4941013370291,0 -103.568125396568,20.4943084565726,0 -103.568542651984,20.4945168709557,0 -103.56896130721,20.4947252055843,0 -103.569378695993,20.4949323119364,0 -103.569793216484,20.4951387784934,0 -103.570196757924,20.4953377214003,0 -103.570590708107,20.4955310474954,0 -103.570975266251,20.495720425261,0 -103.571357449968,20.4959102696166,0 -103.571736618429,20.4960996872596,0 -103.572115973894,20.496284236305,0 -103.57248376399,20.496467276552,0 -103.572845951288,20.4966517190682,0 -103.573204749213,20.4968268360771,0 -103.573560826214,20.4970001647748,0 -103.573887154654,20.4971635296009,0 -103.574151116827,20.4972952909972,0 -103.574228931182,20.4973343373822,0 -103.574367041515,20.4974031329074,0 -103.574494947748,20.4974677530267,0 -103.574613008749,20.4975266098114,0 -103.574791060605,20.4976146420967,0 -103.575034105841,20.497738252545,0 -103.575148454897,20.4977953349467,0 -103.575323202127,20.4978825671825,0 -103.575642059471,20.4980432495059,0 -103.575986783516,20.4982156184936,0 -103.576344914957,20.498392283156,0 -103.576707662392,20.4985730566089,0 -103.57707758639,20.4987573644673,0 -103.577445109418,20.4989429266105,0 -103.577782777191,20.4991163094507,0 -103.578098005815,20.4992739909858,0 -103.578395333269,20.4994195995294,0 -103.578677558245,20.4995599923487,0 -103.57896754781,20.4997011583664,0 -103.57927509292,20.4998528233405,0 -103.57956493644,20.4999930015991,0 -103.579825043569,20.5001168654417,0 -103.580019290356,20.5002113408373,0 -103.581801516499,20.5010920617083,0 -103.582183926778,20.5012801859959,0 -103.582564389536,20.5014702033844,0 -103.582940984176,20.5016578467743,0 -103.583324702093,20.5018447434898,0 -103.583697400566,20.5020309731193,0 -103.58381860762,20.5020907096768,0 -103.584086254451,20.5022226186997,0 -103.584475348525,20.5024132770839,0 -103.58487291316,20.502606629901,0 -103.585279709692,20.5028083205647,0 -103.585690215042,20.503011798574,0 -103.586099292636,20.5032163445081,0 -103.586500940011,20.5034131925132,0 -103.586903907147,20.5036110540662,0 -103.587297310222,20.5038054346561,0 -103.587686590873,20.5040021631451,0 -103.588087771495,20.5042026933864,0 -103.588494928205,20.5044048505039,0 -103.58891453132,20.5046101027004,0 -103.589340924403,20.5048206787011,0 -103.589761648352,20.5050252505677,0 -103.590049943851,20.5051778223974,0 -103.59666531708,20.508472157452,0 -103.597300469065,20.5087884314811,0 -103.597662455732,20.5090004206598,0 -103.59802309567,20.5092313265138,0 -103.598386176032,20.5094702492741,0 -103.598744454152,20.5097025692662,0 -103.599060443849,20.5099065143315,0 -103.599343376569,20.5100907696089,0 -103.599584340113,20.5102460629881,0 -103.599644117732,20.5102848030453,0 -103.599744570184,20.510351517491,0 -103.599909068454,20.5104653095462,0 -103.600035279413,20.5105467250863,0 -103.600219934631,20.5106679338749,0 -103.600456349947,20.5108231343251,0 -103.600716470992,20.5109937950939,0 -103.601013757565,20.5111868146377,0 -103.601347702963,20.5114031128832,0 -103.601686811034,20.5116259612115,0 -103.602031588828,20.5118491563374,0 -103.602384157525,20.5120759666928,0 -103.602746598197,20.5123123949985,0 -103.603111199114,20.5125512918472,0 -103.603474132998,20.5127864534076,0 -103.603838041341,20.5130181195689,0 -103.604205149832,20.5132574960869,0 -103.606499451057,20.5148331637394,0 -103.606858040893,20.5150895100495,0 -103.607365868286,20.5153955791184,0 -103.607707088567,20.5155844902917,0 -103.608060989728,20.5157346731816,0 -103.608522726856,20.5159038704621,0 -103.60915707564,20.5161561721747,0 -103.609589763092,20.5162909870245,0 -103.61059737025,20.5166500685238,0 -103.614178960632,20.5178539064967,0 -103.614323127898,20.5179073341877,0 -103.614491041237,20.5179687795037,0 -103.6146113169,20.5180120677468,0 -103.614974864421,20.5181443233718,0 -103.616316730189,20.5186324014728,0 -103.616634253521,20.518746500203,0 -103.616971534267,20.5188658547679,0 -103.617322968688,20.5189950287142,0 -103.617688490478,20.5191309516255,0 -103.618050184039,20.5192602321018,0 -103.618382047873,20.5193791867321,0 -103.61869458286,20.5194919249193,0 -103.619030209386,20.5196130539293,0 -103.619398678852,20.5197467762407,0 -103.619786572644,20.5198899033332,0 -103.620198945665,20.5200379265892,0 -103.620616453567,20.5201919658326,0 -103.621047235924,20.5203444310864,0 -103.621492085132,20.5205036463072,0 -103.621926836578,20.5206608206963,0 -103.622349641085,20.520812232018,0 -103.622763981909,20.5209620158493,0 -103.623176728086,20.521105557009,0 -103.623587606453,20.5212576350504,0 -103.624016200848,20.5214200920235,0 -103.624429800258,20.5215608319668,0 -103.624856401056,20.5217153246712,0 -103.625279412546,20.5218684038819,0 -103.625693486081,20.5220160395599,0 -103.626089796842,20.5221570858945,0 -103.626473480971,20.5222972381678,0 -103.626619572079,20.5223511094113,0 -103.626854564657,20.5224377638306,0 -103.627233453426,20.5225770625422,0 -103.627611040957,20.5227123453081,0 -103.627989056449,20.5228498295872,0 -103.628371039569,20.5229873543867,0 -103.63117571628,20.523905992341,0 -103.632058473243,20.5242157936867,0 -103.63266670882,20.5244521926174,0 -103.633200790072,20.5246838484359,0 -103.63383589427,20.5250041418412,0 -103.63438733819,20.5253263482742,0 -103.634901944075,20.5256566406859,0 -103.635941847577,20.526292030788,0 -103.637601059275,20.5273136704759,0 -103.643221858863,20.5308196732775,0 -103.643634464497,20.531072683995,0 -103.644048145057,20.5313265215984,0 -103.64445773621,20.5315800923157,0 -103.644870562824,20.5318281936996,0 -103.645278145841,20.5320743334146,0 -103.64567829909,20.5323146440331,0 -103.646068633719,20.5325482315322,0 -103.646452924757,20.5327825786813,0 -103.646841818968,20.5330207950806,0 -103.647231700039,20.5332594782008,0 -103.647616885414,20.5334919977574,0 -103.647994673657,20.5337197420521,0 -103.648377370648,20.5339494336765,0 -103.648754598953,20.5341843018603,0 -103.649129379269,20.5344128063601,0 -103.649503538301,20.5346407641066,0 -103.649877397685,20.534867587673,0 -103.650248402383,20.5350939446734,0 -103.650625117123,20.5353248236409,0 -103.651006946738,20.5355585440587,0 -103.651398102539,20.5357995880174,0 -103.651787529773,20.5360362171251,0 -103.652174629191,20.5362746468056,0 -103.652564110144,20.5365073935785,0 -103.652951202931,20.5367418212128,0 -103.655213651587,20.5381874829691,0 -103.65584368223,20.5385970282972,0 -103.656441989892,20.5389541637054,0 -103.657044300583,20.5392885968047,0 -103.657425578872,20.5394494590588,0 -103.65794974735,20.5396296646707,0 -103.658515975351,20.539770470209,0 -103.659077528532,20.5399045994127,0 -103.663077685294,20.5409028868167,0 -103.663371590506,20.540982367644,0 -103.663620078932,20.5410472814921,0 -103.663871914996,20.5411159302697,0 -103.664036019593,20.5411614071558,0 -103.664330298743,20.5412401403424,0 -103.664518929149,20.5412893264394,0 -103.664522976884,20.5412903920518,0 -103.664676876875,20.5413309211513,0 -103.664886878714,20.541388883878,0 -103.665159605884,20.541460547493,0 -103.665453871432,20.5415382280319,0 -103.665758407803,20.5416227113593,0 -103.666073150601,20.5417065011925,0 -103.666107010709,20.5417154649875,0"
