Nombre,Latitud,Longitud
"Carretera 612, inicio",20.908905,-103.98798
"Carretera 612, fin",20.773171,-104.071825
"Carretera 618, inicio",20.534855,-104.02711
"Carretera 618, fin",20.383725,-103.864248
"Carretera 633, inicio",20.412363,-103.666117
"Carretera 633, fin",20.350723,-103.668957
