Nombre,Latitud,Longitud
"Carretera 148, inicio",20.414637,-103.233476
"Carretera 148, fin",20.289388,-103.192717
"Carretera 104, inicio",20.296726,-103.181022
"Carretera 104, fin",20.33554,-103.022967
"Carretera 160, inicio",20.319345,-102.935623
"Carretera 160, fin",20.373624,-102.926712
"Carretera 122, inicio",20.541999,-102.786207
"Carretera 122, fin",20.344301,-102.777582
