Nombre,Latitud,Longitud
"Carretera 207, inicio",21.265373,-102.774388
"Carretera 207, fin",21.192082,-102.688256
"Carretera 337, inicio",21.149795,-102.688883
"Carretera 337, fin",21.046406,-102.583908
"Carretera 337, inicio",21.051839,-102.576247
"Carretera 337, fin",21.040264,-102.401276
"Carretera 215, inicio",21.424284,-102.587658
"Carretera 215, fin",21.199974,-102.441545
