Nombre,Latitud,Longitud
"Carretera 412, inicio",20.0587,-103.172052
"Carretera 412, fin",19.981086,-103.257901
"Carretera 409, inicio",19.913791,-102.927182
"Carretera 409, fin",19.590033,-102.905548
"Carretera 411, inicio",19.925197,-102.869634
"Carretera 411, fin",19.953745,-102.804855
