Nombre,Latitud,Longitud
"Carretera 113 y 115, inicio",20.489811,-103.49142
"Carretera 113 y 115, fin",20.454173,-103.251251
"Carretera 124, inicio",20.573546,-103.319951
"Carretera 124, fin",20.499396,-103.230822
"Carretera 131, inicio",20.572893,-103.188091
"Carretera 131, fin",20.553124,-103.184257
