Nombre,Latitud,Longitud
"Carretera 544, inicio",20.690342,-105.244725
"Carretera 544, fin",20.536643,-104.803995
"Carretera 513 y 428, inicio",19.845443,-104.285221
"Carretera 513 y 428, fin",19.670557,-103.481385
"Carretera 510, inicio",19.713347,-104.604243
"Carretera 510, fin",19.60415,-104.474999
