Nombre,Latitud,Longitud
"Carretera 527, inicio",20.443678,-104.752438
"Carretera 527, fin",20.39242,-104.817971
"Carretera 526, inicio",20.360942,-104.585082
"Carretera 526, fin",20.071231,-104.228314
"Carretera 530, inicio",19.951126,-104.264895
"Carretera 530, fin",19.905174,-104.165043
"Carretera 554, inicio",19.718182,-104.606145
"Carretera 554, fin",19.584875,-105.091113
