Nombre,Latitud,Longitud
"Carretera 427, inicio",19.73886,-103.773848
"Carretera 427, fin",19.634652,-103.926136
"Carretera 433, inicio",19.939216,-103.774164
"Carretera 433, fin",19.750349,-103.766409
"Carretera 422, inicio",19.881941,-103.583392
"Carretera 422, fin",19.875813,-103.547315
"Carretera 417, inicio",19.680831,-103.474398
"Carretera 417, fin",19.6482,-103.469597
"Carretera 459, inicio",19.548715,-103.37125
"Carretera 459, fin",19.473568,-103.308399
